,키,분류,명칭,주소,행정 시,행정 구,행정 동,X 좌표,Y 좌표
192,BE_IW10-0569,문화재유산|문화재구분|조형물,한성재판소(漢城裁判所) 터,서울특별시 종로구 서린동 일반 154-1번지,서울특별시,종로구,종로1.2.3.4가동,126.9803876,37.5695042
193,BE_IW10-0686,문화재유산|문화재구분|조형물,봉상사터(奉常司址),서울특별시 종로구 당주동 128-27번지,서울특별시,종로구,사직동,126.9723176,37.5717624
194,BE_IW10-0687,문화재유산|문화재구분|조형물,병조(兵曹) 터,서울특별시 종로구 세종로 일반 60-1,서울특별시,종로구,청운효자동,126.9767571,37.5802853
195,BE_IW10-0688,문화재유산|문화재구분|조형물,복정터(福井址),서울특별시 종로구 화동 35번지,서울특별시,종로구,삼청동,126.9820324,37.582129
196,BE_IW10-0689,문화재유산|문화재구분|조형물,별기군훈련소터(別技軍訓練所址),서울특별시 종로구 평창동 273-3번지,서울특별시,종로구,평창동,126.965905,37.6050461
197,BE_IW10-0690,문화재유산|문화재구분|조형물,서십자각터(西十字閣址),서울특별시 종로구 세종로동 1-57번지,서울특별시,종로구,이화동,126.979642,37.573033
198,BE_IW10-0692,문화재유산|문화재구분|조형물,박규수(朴珪壽)선생 집터,서울특별시 종로구 재동 일반 83번지,서울특별시,종로구,가회동,126.985125,37.5781
199,BE_IW10-0693,문화재유산|문화재구분|조형물,민영환(閔泳煥) 집터,서울특별시 종로구 견지동 38-2번지,서울특별시,종로구,종로1.2.3.4가동,126.9827322,37.5741253
204,BE_IW10-0570,문화재유산|문화재구분|조형물,한성임시정부(漢城臨時政府) 터,서울특별시 종로구 내수동 71번지,서울특별시,종로구,사직동,126.9713114,37.5739782
205,BE_IW10-0571,문화재유산|문화재구분|조형물,흥화문(興化門) 터,서울특별시 종로구 신문로1가 58-1번지,서울특별시,종로구,사직동,126.972266,37.5704148
206,BE_IW10-0572,문화재유산|문화재구분|조형물,흥덕사(興德寺) 터,서울특별시 종로구 명륜1가 일반 2-32번지,서울특별시,종로구,혜화동,126.9975,37.5891
207,BE_IW10-0573,문화재유산|문화재구분|조형물,훈련도감(訓練都監) 터,서울특별시 종로구 신문로1가 58-1번지,서울특별시,종로구,사직동,126.972266,37.5704148
208,BE_IW10-0574,문화재유산|문화재구분|조형물,충훈부터(忠勳府址),서울특별시 종로구 관훈동 130-3번지,서울특별시,종로구,종로1.2.3.4가동,126.9834954,37.5754369
209,BE_IW10-0575,문화재유산|문화재구분|조형물,최시형순교(崔時亨殉敎) 터,서울특별시 종로구 묘동 59-7번지,서울특별시,종로구,종로1.2.3.4가동,126.9922221,37.5710835
210,BE_IW10-0576,문화재유산|문화재구분|조형물,홍화문(弘化門) 터,서울특별시 종로구 혜화동 28-13,서울특별시,종로구,혜화동,127.0037831,37.5878339
211,BE_IW10-0577,문화재유산|문화재구분|조형물,호조(戶曹) 터,서울특별시 종로구 세종로 119번지,서울특별시,종로구,종로1.2.3.4가동,126.9780181,37.5710617
212,BE_IW10-0694,문화재유산|문화재구분|조형물,맹사성(孟思誠) 집터,서울특별시 종로구  삼청동 35-119,서울특별시,종로구,삼청동,126.9833213,37.5838981
213,BE_IW10-0695,문화재유산|문화재구분|조형물,등과정터(登科亭址),서울특별시 종로구 사직동 산 1-1번지,서울특별시,종로구,사직동,126.9685375,37.5764899
214,BE_IW10-0696,문화재유산|문화재구분|조형물,동학당(東學堂) 터,서울특별시 종로구 종로6가 121번지,서울특별시,종로구,종로5.6가동,127.0074286,37.5713338
215,BE_IW10-0697,문화재유산|문화재구분|조형물,동망봉(東望峰),서울특별시 종로구 숭인1동 57-20,서울특별시,종로구,숭인1동,127.0173078,37.5775502
216,BE_IW10-0698,문화재유산|문화재구분|조형물,동아일보창간사옥터(東亞日報創刊社屋址),서울특별시 종로구 화동 138-7번지,서울특별시,종로구,삼청동,126.9825512,37.5793438
218,BE_IW10-0700,문화재유산|문화재구분|조형물,돈녕부터(敦寧府址),서울특별시 종로구 낙원동 58-1번지,서울특별시,종로구,종로1.2.3.4가동,126.9884967,37.5740499
219,BE_IW10-0701,문화재유산|문화재구분|조형물,독립선언문배부터,서울특별시 종로구 경운동 일반88번지,서울특별시,종로구,종로1.2.3.4가동,126.98595,37.575067
220,BE_IW10-0702,문화재유산|문화재구분|조형물,도정궁터(都正宮址),서울특별시 종로구 사직동 261번지,서울특별시,종로구,사직동,126.9662961,37.5744029
221,BE_IW10-0703,문화재유산|문화재구분|조형물,도염서터(都染署址),서울특별시 종로구 세종로동 79-10번지,서울특별시,종로구,가회동,126.979642,37.573033
227,BE_IW10-0578,문화재유산|문화재구분|조형물,혜정교(惠政橋) 터,서울특별시 종로구 세종로동 일반 2-13번지,서울특별시,종로구,청운효자동,126.979642,37.573033
228,BE_IW10-0579,문화재유산|문화재구분|조형물,형조(刑曹) 터,서울특별시 종로구 세종로 61-3번지,서울특별시,종로구,청운효자동,126.9702003,37.5839605
229,BE_IW10-0580,문화재유산|문화재구분|조형물,현진건집터(玄鎭健家址),서울특별시 종로구 부암동 325-2번지,서울특별시,종로구,부암동,126.9630068,37.5914055
230,BE_IW10-0581,문화재유산|문화재구분|조형물,한양의원터(漢陽醫院址),서울특별시 종로구 낙원동 146번지,서울특별시,종로구,종로1.2.3.4가동,126.9892967,37.5717158
231,BE_IW10-0582,문화재유산|문화재구분|조형물,한성전보총국(漢城電報總局) 터,서울특별시 종로구 세종로 일반 80-1,서울특별시,종로구,사직동,126.9767571,37.5802853
232,BE_IW10-0583,문화재유산|문화재구분|조형물,지청천(池靑天)장군 집터,서울특별시 종로구 삼청동 37-1번지,서울특별시,종로구,삼청동,126.9817303,37.5862815
233,BE_IW10-0584,문화재유산|문화재구분|조형물,지석영(池錫永) 집터,서울특별시 종로구 낙원동 일반1번지,서울특별시,종로구,종로1.2.3.4가동,126.9885,37.5725
234,BE_IW10-0585,문화재유산|문화재구분|조형물,한성부중부관아(漢城府中部官衙) 터,서울특별시 종로구 종로3가 171번지,서울특별시,종로구,종로1.2.3.4가동,126.9947753,37.5702931
235,BE_IW10-0586,문화재유산|문화재구분|조형물,한성부북부관아(漢城府北部官衙) 터,서울특별시 종로구 사간동 70번지,서울특별시,종로구,삼청동,126.9798723,37.5777304
236,BE_IW10-0704,문화재유산|문화재구분|조형물,대한천일은행본점터(大韓天一銀行本店址),서울특별시 종로구 관철동 13-23번지,서울특별시,종로구,종로1.2.3.4가동,126.9841943,37.5688055
237,BE_IW10-0705,문화재유산|문화재구분|조형물,대심원터(大審院址),서울특별시 종로구 공평동 100번지,서울특별시,종로구,종로1.2.3.4가동,126.9823968,37.571117
238,BE_IW10-0706,문화재유산|문화재구분|조형물,대동단본부 터,서울특별시 종로구 구기동 일반 168번지,서울특별시,종로구,평창동,126.9574,37.6179
239,BE_IW10-0707,문화재유산|문화재구분|조형물,농상아문터(農商衙門址),서울특별시 종로구 청운동 89-12번지,서울특별시,종로구,청운효자동,126.9725957,37.5864696
240,BE_IW10-0708,문화재유산|문화재구분|조형물,노백린장군집터,서울특별시 종로구 계동 1번지,서울특별시,종로구,가회동,126.9864633,37.5843579
241,BE_IW10-0709,문화재유산|문화재구분|조형물,백세청풍바위(百世淸風岩),서울특별시 종로구 청운동 52-94,서울특별시,종로구,청운효자동,126.967287,37.5865804
242,BE_IW10-0710,문화재유산|문화재구분|조형물,백록정(白鹿亭) 터,서울특별시 종로구 가회동 1번지,서울특별시,종로구,가회동,126.9853667,37.5861106
243,BE_IW10-0711,문화재유산|문화재구분|조형물,백련사터(白蓮社址),서울특별시 종로구 삼청동 25-1번지,서울특별시,종로구,삼청동,126.9829311,37.5880397
244,BE_IW10-0712,문화재유산|문화재구분|조형물,남이장군(南怡將軍) 집터,서울특별시 종로구 연건동 78-4번지,서울특별시,종로구,이화동,127.0019111,37.578353
246,BE_IW10-0464,문화재유산|문화재구분|건축,새문안교회,서울특별시 종로구 신문로1가 42번지,서울특별시,종로구,사직동,126.9734104,37.5706533
247,BE_IW10-0465,문화재유산|문화재구분|건축,천도교 중앙대교당,서울특별시 종로구 경운동 88,서울특별시,종로구,종로1.2.3.4가동,126.9862771,37.5753081
248,BE_IW10-0587,문화재유산|문화재구분|조형물,한성부동부관아(漢城府東部官衙) 터,서울특별시 종로구 인의동 48-26번지,서울특별시,종로구,종로1.2.3.4가동,126.9979711,37.5718913
249,BE_IW10-0588,문화재유산|문화재구분|조형물,한성도서주식회사터(漢城圖書株式會社址),서울특별시 종로구 견지동 32-3번지,서울특별시,종로구,종로1.2.3.4가동,126.9826493,37.5747639
250,BE_IW10-0589,문화재유산|문화재구분|조형물,평창(平倉) 터,서울특별시 종로구  평창동 339번지,서울특별시,종로구,평창동,126.9666929,37.6061187
251,BE_IW10-0590,문화재유산|문화재구분|조형물,통례원터(通禮院址),서울특별시 종로구 와룡동 138번지,서울특별시,종로구,종로1.2.3.4가동,126.9901288,37.5766756
252,BE_IW10-0591,문화재유산|문화재구분|조형물,탕춘대한지마을터(蕩春臺韓紙村址),서울특별시 종로구 신영동 136-8번지,서울특별시,종로구,부암동,126.9608133,37.6011658
254,BE_IW10-0593,문화재유산|문화재구분|조형물,취운정터(聚雲亭址),서울특별시 종로구 삼청동 25-23,서울특별시,종로구,삼청동,126.9849145,37.5873918
255,BE_IW10-0594,문화재유산|문화재구분|조형물,조지서(造紙署) 터,서울특별시 종로구 신영동 49-6번지,서울특별시,종로구,부암동,126.9612883,37.6028904
256,BE_IW10-0595,문화재유산|문화재구분|조형물,조선일보창간사옥(朝鮮日報創刊社屋)터,서울특별시 종로구 관철동 13-23번지,서울특별시,종로구,종로1.2.3.4가동,126.9841943,37.5688055
257,BE_IW10-0596,문화재유산|문화재구분|조형물,조선극장터(朝鮮劇場址),서울특별시 종로구 인사동 110번지,서울특별시,종로구,종로1.2.3.4가동,126.9871968,37.5708915
258,BE_IW10-0597,문화재유산|문화재구분|조형물,조선건국동맹터(朝鮮建國同盟址),서울특별시 종로구 경운동 89-4번지,서울특별시,종로구,종로1.2.3.4가동,126.9852696,37.5759208
259,BE_IW10-0598,문화재유산|문화재구분|조형물,총융청(摠戎廳)터,서울특별시 종로구 신영동 219-4번지,서울특별시,종로구,부암동,126.9609583,37.6031805
260,BE_IW10-0713,문화재유산|문화재구분|조형물,김정희선생집터,서울특별시 종로구 통의동 67-3번지,서울특별시,종로구,사직동,126.9722336,37.5779723
261,BE_IW10-0766,문화재유산|문화재구분|조형물,서울 고종 어극 40년 칭경기념비,서울특별시 종로구 세종로 142-3,서울특별시,종로구,사직동,126.9775912,37.5705151
262,BE_IW10-0466,문화재유산|문화재구분|건축,서울 구 경기고등학교,서울특별시 종로구 화동,서울특별시,종로구,삼청동,126.9828,37.5806
263,BE_IW10-0714,문화재유산|문화재구분|조형물,김옥균(金玉均) 집터,서울특별시 종로구 화동 일반 2번지,서울특별시,종로구,삼청동,126.9828,37.5806
264,BE_IW10-0715,문화재유산|문화재구분|조형물,김수영선생집터(金洙映先生家址),서울특별시 종로구 종로6가 116-1번지,서울특별시,종로구,종로5.6가동,127.0075945,37.5714186
265,BE_IW10-0716,문화재유산|문화재구분|조형물,김상헌(金尙憲) 집터,서울특별시 종로구 청운동 94-2번지,서울특별시,종로구,청운효자동,126.9711429,37.5852907
266,BE_IW10-0717,문화재유산|문화재구분|조형물,돈의문(敦義門) 터,서울특별시 종로구 평동,서울특별시,종로구,교남동,126.9668,37.567967
267,BE_IW10-0718,문화재유산|문화재구분|조형물,기로소터(耆老所址),서울특별시 종로구 세종로동 116번지,서울특별시,종로구,사직동,126.979642,37.573033
268,BE_IW10-0719,문화재유산|문화재구분|조형물,기당 현상윤선생 집 터(幾堂 玄相允先生家址),서울특별시 종로구 가회동 1-35번지,서울특별시,종로구,가회동,126.9855992,37.5854729
269,BE_IW10-0720,문화재유산|문화재구분|조형물,금위영서영터(禁衛營西營址),서울특별시 종로구 원서동 129-5번지,서울특별시,종로구,가회동,126.9891192,37.5797453
270,BE_IW10-0467,문화재유산|문화재구분|건축,종교교회,서울특별시 종로구 종로구 도렴동 32,서울특별시,종로구,사직동,126.979642,37.573033
271,BE_IW10-0468,문화재유산|문화재구분|건축,승동교회,서울특별시 종로구 인사동 137,서울특별시,종로구,종로1.2.3.4가동,126.9861167,37.5715664
272,BE_IW10-0469,문화재유산|문화재구분|건축,동아일보 사옥,"서울특별시 종로구 세종로 139-8, 159-3",서울특별시,종로구,사직동,126.9776664,37.569797
273,BE_IW10-0470,문화재유산|문화재구분|건축,서울 혜화동성당,서울특별시 종로구 혜화동 58-2번지,서울특별시,종로구,혜화동,127.0026116,37.5863859
274,BE_IW10-0471,문화재유산|문화재구분|건축,서울 중앙고등학교 본관,서울특별시 종로구 계동 1,서울특별시,종로구,가회동,126.9864633,37.5843579
275,BE_IW10-0599,문화재유산|문화재구분|조형물,청송당(聽松堂) 터,서울특별시 종로구 청운동 일반 89-3번지,서울특별시,종로구,청운효자동,126.9692916,37.5891866
276,BE_IW10-0600,문화재유산|문화재구분|조형물,척화비(斥和碑) 있던 곳,서울특별시 종로구 관철동 일반 102-7번지,서울특별시,종로구,종로1.2.3.4가동,126.985973,37.5691073
277,BE_IW10-0601,문화재유산|문화재구분|조형물,창의궁(彰義宮) 터,서울특별시 종로구 통의동 67-3번지,서울특별시,종로구,사직동,126.9722336,37.5779723
278,BE_IW10-0602,문화재유산|문화재구분|조형물,진단학회(震檀學會) 터,서울특별시 종로구 재동 23번지,서울특별시,종로구,가회동,126.9853047,37.5794084
279,BE_IW10-0603,문화재유산|문화재구분|조형물,전옥서(典獄署) 터,서울특별시 종로구 종로1가 일반 20-3번지,서울특별시,종로구,종로1.2.3.4가동,126.9778487,37.5705957
280,BE_IW10-0604,문화재유산|문화재구분|조형물,중학당터(中學堂址),서울특별시 종로구 중학동 18-6번지,서울특별시,종로구,종로1.2.3.4가동,126.9800251,37.5756422
281,BE_IW10-0605,문화재유산|문화재구분|조형물,준천사터(濬川司址),서울특별시 종로구 관수동 152-1번지,서울특별시,종로구,종로1.2.3.4가동,126.9893086,37.5684728
282,BE_IW10-0721,문화재유산|문화재구분|조형물,금위영(禁衛營) 터,서울특별시 종로구 운니동 98-5번지,서울특별시,종로구,종로1.2.3.4가동,126.9889201,37.5768571
283,BE_IW10-0722,문화재유산|문화재구분|조형물,규장각(奎章閣) 터,서울특별시 종로구 소격동 165번지,서울특별시,종로구,삼청동,126.9805749,37.5795174
284,BE_IW10-0723,문화재유산|문화재구분|조형물,내자시(內資寺) 터,서울특별시 종로구 내자동 일반 135-1,서울특별시,종로구,사직동,126.9716,37.5754
285,BE_IW10-0724,문화재유산|문화재구분|조형물,내수사(內需司) 터,서울특별시 종로구 내수동 일반 72번지,서울특별시,종로구,사직동,126.9722,37.572942
286,BE_IW10-0725,문화재유산|문화재구분|조형물,관상감터(觀象監),서울특별시 종로구 원서동 206번지,서울특별시,종로구,가회동,126.9880143,37.5780886
287,BE_IW10-0726,문화재유산|문화재구분|조형물,관립 교동 소학교,서울특별시 종로구 경운동 2번지,서울특별시,종로구,종로1.2.3.4가동,126.9877457,37.5748447
288,BE_IW10-0767,문화재유산|문화재구분|조형물,민 충정공,서울특별시 종로구 견지동 39-7,서울특별시,종로구,종로1.2.3.4가동,126.9826182,37.5744559
290,BE_IW10-0472,문화재유산|문화재구분|건축,구 서울대학교 본관,서울특별시 종로구 동숭동 1-130,서울특별시,종로구,이화동,127.002897,37.5799333
292,BE_IW10-0551,문화재유산|문화재구분|종교문화재,석조여래좌상,서울특별시 종로구 세종로 1,서울특별시,종로구,청운효자동,126.9767743,37.5866061
293,BE_IW10-0552,문화재유산|문화재구분|종교문화재,서울 승가사 석조승가대사좌상(僧伽寺石造僧伽大師坐像),종로구 구기동 산 2-1,서울특별시,종로구,평창동,126.9594761,37.6269949
294,BE_IW10-0606,문화재유산|문화재구분|조형물,죽동궁터(竹洞宮址),서울특별시 종로구 관훈동 194-35번지,서울특별시,종로구,종로1.2.3.4가동,126.984469,37.5724164
295,BE_IW10-0448,문화재유산|문화재구분|사직,사직단 대문,서울특별시 종로구 사직동 1-28,서울특별시,종로구,사직동,126.9672703,37.5759436
296,BE_IW10-0449,문화재유산|문화재구분|문묘,"서울문묘<대성전,명륜당,동무,서무,삼문>",서울특별시 종로구 명륜동3가 53,서울특별시,종로구,삼청동,126.9957415,37.5858106
297,BE_IW10-0457,문화재유산|문화재구분|건축,청일여관,서울특별시 종로구 청진동,서울특별시,종로구,종로1.2.3.4가동,126.9801469,37.5714324
298,BE_IW10-0458,문화재유산|문화재구분|건축,구공업전습소본관,서울특별시 종로구 동숭동 169,서울특별시,종로구,이화동,127.0029213,37.5788244
299,BE_IW10-0459,문화재유산|문화재구분|건축,서울 중앙고등학교 동관,서울특별시 종로구 계동 1,서울특별시,종로구,가회동,126.9864633,37.5843579
300,BE_IW10-0460,문화재유산|문화재구분|건축,서울 중앙고등학교 서관,서울특별시 종로구 계동 1,서울특별시,종로구,가회동,126.9864633,37.5843579
301,BE_IW10-0461,문화재유산|문화재구분|건축,서울 배화여자고등학교 생활관,서울 종로구 필운동 12,서울특별시,종로구,사직동,126.9677086,37.5781422
302,BE_IW10-0462,문화재유산|문화재구분|건축,서울 경교장,서울특별시 종로구 평동 108-1,서울특별시,종로구,교남동,126.968182,37.5682877
303,BE_IW10-0463,문화재유산|문화재구분|건축,서울 대한의원,서울특별시 종로구 연건동 28-21,서울특별시,종로구,이화동,126.9987981,37.579166
304,BE_IW10-0432,문화재유산|문화재구분|궁궐,경복궁,서울특별시 종로구 세종로 1-91 ,서울특별시,종로구,청운효자동,126.97691,37.5772775
305,BE_IW10-0433,문화재유산|문화재구분|도성,서울 흥인지문,서울특별시 종로구 종로6가 69,서울특별시,종로구,종로5.6가동,127.0097033,37.5711486
306,BE_IW10-0434,문화재유산|문화재구분|도성,창의문,서울특별시 종로구 청운동 (창의문),서울특별시,종로구,청운효자동,126.9692916,37.5891866
307,BE_IW10-0435,문화재유산|문화재구분|도성,광희문,서울특별시 중구 광희동,서울특별시,중구,광희동,127.0050407,37.564438
308,BE_IW10-0436,문화재유산|문화재구분|도성,혜화문,서울특별시 종로구 혜화동,서울특별시,종로구,종로1.2.3.4가동,127.0005764,37.5869186
309,BE_IW10-0414,문화재유산|문화재구분|궁궐,서울 운현궁,서울특별시 종로구 운니동 114-10,서울특별시,종로구,종로1.2.3.4가동,126.9871246,37.5761263
310,BE_IW10-0415,문화재유산|문화재구분|궁궐,창덕궁 구선원전,서울특별시 종로구 와룡동 2-71 창덕궁,서울특별시,종로구,종로1.2.3.4가동,126.9913206,37.5827758
311,BE_IW10-0416,문화재유산|문화재구분|궁궐,창덕궁 희정당,서울특별시 종로구 와룡동 2-71 창덕궁,서울특별시,종로구,종로1.2.3.4가동,126.9913206,37.5827758
312,BE_IW10-0417,문화재유산|문화재구분|궁궐,창덕궁 선정전,서울특별시 종로구 와룡동 2-71 창덕궁,서울특별시,종로구,종로1.2.3.4가동,126.9913206,37.5827758
313,BE_IW10-0418,문화재유산|문화재구분|궁궐,창덕궁 인정전,서울특별시 종로구 와룡동 2-71 창덕궁,서울특별시,종로구,종로1.2.3.4가동,126.9913206,37.5827758
314,BE_IW10-0419,문화재유산|문화재구분|궁궐,창덕궁,서울특별시 종로구 와룡동 2-71,서울특별시,종로구,종로1.2.3.4가동,126.9913206,37.5827758
315,BE_IW10-0420,문화재유산|문화재구분|궁궐,홍화문,서울특별시 종로구 와룡동 2-1 창경궁,서울특별시,종로구,종로1.2.3.4가동,126.9950431,37.5805909
316,BE_IW10-0421,문화재유산|문화재구분|궁궐,관천대,서울특별시 종로구 와룡동 2-1 창경궁,서울특별시,종로구,종로1.2.3.4가동,126.9950431,37.5805909
317,BE_IW10-0422,문화재유산|문화재구분|궁궐,창경궁 통명전,서울특별시 종로구 와룡동 2-1 창경궁,서울특별시,종로구,종로1.2.3.4가동,126.9950431,37.5805909
318,BE_IW10-0423,문화재유산|문화재구분|궁궐,창경궁 명정문 및 행각,서울특별시 종로구 와룡동 2-1 창경궁,서울특별시,종로구,종로1.2.3.4가동,126.9950431,37.5805909
319,BE_IW10-0424,문화재유산|문화재구분|궁궐,옥천교,서울특별시 종로구 와룡동 2-1 창경궁,서울특별시,종로구,종로1.2.3.4가동,126.9950431,37.5805909
320,BE_IW10-0425,문화재유산|문화재구분|궁궐,창경궁 명정전,서울특별시 종로구 와룡동 2-1 창경궁,서울특별시,종로구,종로1.2.3.4가동,126.9950431,37.5805909
321,BE_IW10-0426,문화재유산|문화재구분|궁궐,창경궁 풍기대,서울특별시 종로구 와룡동 2-1 창경궁,서울특별시,종로구,종로1.2.3.4가동,126.9950431,37.5805909
322,BE_IW10-0427,문화재유산|문화재구분|궁궐,경희궁 흥화문,서울 종로구 신문로2가,서울특별시,종로구,사직동,126.968813,37.570792
323,BE_IW10-0407,문화재유산|문화재구분|궁궐,경복궁 자경전십장생굴뚝,서울특별시 종로구 세종로 1 경복궁,서울특별시,종로구,청운효자동,126.9767743,37.5866061
324,BE_IW10-0408,문화재유산|문화재구분|궁궐,경복궁 풍기대,서울특별시 종로구 세종로 1 경복궁,서울특별시,종로구,청운효자동,126.9767743,37.5866061
325,BE_IW10-0409,문화재유산|문화재구분|궁궐,창경궁 대온실,서울특별시 종로구 와룡동 2-1 창경궁,서울특별시,종로구,종로1.2.3.4가동,126.9950431,37.5805909
326,BE_IW10-0410,문화재유산|문화재구분|궁궐,창경궁,서울특별시 종로구 와룡동 2-1,서울특별시,종로구,종로1.2.3.4가동,126.9950431,37.5805909
327,BE_IW10-0764,문화재유산|문화재구분|조형물,서울 원각사지 대원각사비,서울특별시 종로구 종로2가 38-3 탑골,서울특별시,종로구,종로1.2.3.4가동,126.9886344,37.5710789
328,BE_IW10-0765,문화재유산|문화재구분|조형물,북한산 진흥왕 순수비지(北漢山 眞興王 巡狩碑址),서울특별시 종로구 구기동 산3-1,서울특별시,종로구,평창동,126.955532,37.6238013
329,BE_IW10-0782,문화재유산|문화재구분|조형물,갈항사삼층석탑,서울특별시 종로구 세종로 1 경복궁  와룡동 2-1,서울특별시,종로구,청운효자동,126.9767743,37.5866061
330,BE_IW10-0546,문화재유산|문화재구분|종교문화재,감로암,서울특별시 종로구 충신동 15번지,서울특별시,종로구,종로5.6가동,127.0066373,37.5753306
331,BE_IW10-0547,문화재유산|문화재구분|종교문화재,조계사 대웅전,서울특별시 종로구 견지동 45,서울특별시,종로구,종로1.2.3.4가동,126.9823368,37.5739012
332,BE_IW10-0548,문화재유산|문화재구분|종교문화재,서울 북한산 구기동 마애여래좌상(서울 北漢山 舊基洞 磨崖如來坐像),종로구 구기동 산 2-1,서울특별시,종로구,평창동,126.9594761,37.6269949
343,BE_IW10-0915,장소/위치|종로여행,성곡미술관,서울시 종로구 신문로2가 1-101,서울특별시,종로구,사직동,126.9700536,37.5735038
372,BE_IW10-0249,장소/위치|시설|민간시설|공연장,챔프예술극장,종로구 동숭동 31-9,서울특별시,종로구,이화동,127.005289,37.5803585
373,BE_IW10-0250,장소/위치|시설|민간시설|공연장,"창조콘서트홀1관,2관",종로구 혜화동 185 중원빌딩 6층,서울특별시,종로구,혜화동,127.0019925,37.5839674
374,BE_IW10-0251,장소/위치|시설|민간시설|공연장,짚풀생활사박물관,서울시 종로구 명륜2가 8-4,서울특별시,종로구,혜화동,126.9998511,37.5849195
375,BE_IW10-0252,장소/위치|시설|민간시설|공연장,질러홀,서울시 종로구 동숭동 1-74 TJM 빌딩 B1 F,서울특별시,종로구,이화동,127.0035347,37.5825002
376,BE_IW10-0253,장소/위치|시설|민간시설|공연장,정보소극장,서울시 종로구 동숭동 1-81 (정보빌딩지하1층),서울특별시,종로구,이화동,127.0037217,37.5824981
377,BE_IW10-0254,장소/위치|시설|민간시설|공연장,열린극장,서울시 종로구 명륜2가 21-19,서울특별시,종로구,혜화동,127.0003131,37.5836998
