,키,분류,명칭,주소,행정 시,행정 구,행정 동,X 좌표,Y 좌표
378,BE_IW10-0255,장소/위치|시설|민간시설|공연장,연우소극장,서울시 종로구 혜화동 53-9,서울특별시,종로구,혜화동,127.0017452,37.5869953
379,BE_IW10-0256,장소/위치|시설|민간시설|공연장,연극실험실 혜화동1번지,서울시 종로구 혜화동 88-1,서울특별시,종로구,혜화동,127.0013447,37.5863933
380,BE_IW10-0257,장소/위치|시설|민간시설|공연장,연극사랑 솔나무극장,종로구 명륜동 4가 170-3,서울특별시,종로구,삼청동,126.9992015,37.582469
381,BE_IW10-0258,장소/위치|시설|민간시설|공연장,어뮤징씨어터,종로구 동숭동 1-145 대학빌딩 5층,서울특별시,종로구,이화동,127.0041525,37.5807781
382,BE_IW10-0259,장소/위치|시설|민간시설|공연장,알과핵소극장,종로구 동숭동 1-140,서울특별시,종로구,이화동,127.003686,37.5799382
383,BE_IW10-0260,장소/위치|시설|민간시설|공연장,아티스탄홀,명륜동2가 197-1 3층,서울특별시,종로구,사직동,127.2733626,37.0152241
384,BE_IW10-0261,장소/위치|시설|민간시설|공연장,아트홀스타시티,명륜 4가 113-1 스타시티 빌딩,서울특별시,종로구,혜화동,127.0005725,37.5821171
385,BE_IW10-0262,장소/위치|시설|민간시설|공연장,신연아트홀,종로구 동숭동 1-37,서울특별시,종로구,이화동,127.0024445,37.5832665
386,BE_IW10-0263,장소/위치|시설|민간시설|공연장,스튜디오76,종로구 혜화동 180번지 (대학로약국건물 4층),서울특별시,종로구,혜화동,127.0019523,37.5836053
387,BE_IW10-0264,장소/위치|시설|민간시설|공연장,쇳대박물관,서울시 종로구 동숭동 187-8,서울특별시,종로구,이화동,127.0046646,37.5798116
388,BE_IW10-0265,장소/위치|시설|민간시설|공연장,소극장피카소,명륜4가 69-1,서울특별시,종로구,혜화동,127.0006524,37.5827031
389,BE_IW10-0266,장소/위치|시설|민간시설|공연장,소극장축제,서울시 종로구 명륜4가 111-2,서울특별시,종로구,혜화동,127.0008522,37.5818529
390,BE_IW10-0267,장소/위치|시설|민간시설|공연장,해오름소극장,명륜2가 13번지,서울특별시,종로구,혜화동,127.0000379,37.5845573
391,BE_IW10-0268,장소/위치|시설|민간시설|공연장,소극장모시는사람들,서울시 종로구 혜화동 74-38 지차 1층,서울특별시,종로구,혜화동,127.0004884,37.5866414
392,BE_IW10-0269,장소/위치|시설|민간시설|공연장,마로니에극장,종로구 동숭동 130-47,서울특별시,종로구,이화동,127.004584,37.5805932
393,BE_IW10-0273,장소/위치|시설|민간시설|공연장,로봇박물관,서울시 종로구 동숭동 1-44,서울특별시,종로구,이화동,127.0035867,37.582977
394,BE_IW10-0270,장소/위치|시설|민간시설|공연장,마당세실극장,종로구 동숭동 192-18,서울특별시,종로구,이화동,127.0046429,37.5787032
395,BE_IW10-0271,장소/위치|시설|민간시설|공연장,르메이에르소극장,서울시 종로구 동숭동 1-145 대학빌딩B1,서울특별시,종로구,이화동,127.0041525,37.5807781
396,BE_IW10-0272,장소/위치|시설|민간시설|공연장,루나틱전용관,종로구 동숭동 1-150번지 지하 1층,서울특별시,종로구,이화동,127.0042638,37.5801187
397,BE_IW10-0274,장소/위치|시설|민간시설|공연장,라이프씨어터,서울시 종로구 명륜2가 24-1,서울특별시,종로구,혜화동,127.0009807,37.5838873
398,BE_IW10-0275,장소/위치|시설|민간시설|공연장,두레홀4관,서울시 종로구 동숭동 1-54,서울특별시,종로구,이화동,127.0028377,37.58278
399,BE_IW10-0276,장소/위치|시설|민간시설|공연장,두레홀3관,서울시 종로구 동숭동 1-73 리트모빌딩,서울특별시,종로구,이화동,127.0032731,37.5824989
400,BE_IW10-0277,장소/위치|시설|민간시설|공연장,두레홀2관,서울시 종로구 동숭동 1-78,서울특별시,종로구,이화동,127.003718,37.5818876
401,BE_IW10-0278,장소/위치|시설|민간시설|공연장,상상나눔씨어터,서울시 종로구 동숭동 187-8,서울특별시,종로구,이화동,127.0046646,37.5798116
402,BE_IW10-0279,장소/위치|시설|민간시설|공연장,"상명아트홀1관,2관",서울시 종로구 동숭동 1-38 상명대학교 동숭캠퍼스 예술디자인센터,서울특별시,종로구,이화동,127.0027294,37.5833598
403,BE_IW10-0280,장소/위치|시설|민간시설|공연장,블랙박스씨어터,종로구 동숭동 1-60,서울특별시,종로구,이화동,127.0025706,37.581897
404,BE_IW10-0281,장소/위치|시설|민간시설|공연장,배우세상 소극장,종로구 동숭동 1-47 연경빌딩,서울특별시,종로구,이화동,127.0024153,37.5829685
405,BE_IW10-0282,장소/위치|시설|민간시설|공연장,바쁘다바뻐전용관,종로구 동숭동 50-20,서울특별시,종로구,이화동,127.0043019,37.581453
406,BE_IW10-0283,장소/위치|시설|민간시설|공연장,"미라클씨어터1관,2관",종로구 동숭동 1-145 대학빌딩4층,서울특별시,종로구,이화동,127.0041525,37.5807781
407,BE_IW10-0284,장소/위치|시설|민간시설|공연장,문화공간이다1관2관,종로구 동숭동 1-75 대학로문화공간B/D B1F,서울특별시,종로구,이화동,127.0035361,37.5822908
408,BE_IW10-0345,장소/위치|거리,경인미술관,서울시 종로구 인사동 10길 11-4,서울특별시,종로구,종로1.2.3.4가동,126.9857423,37.5745985
409,BE_IW10-0346,장소/위치|거리,통인 화랑,서울시 종로구 관훈동 16,서울특별시,종로구,종로1.2.3.4가동,126.9857995,37.5734865
410,BE_IW10-0347,장소/위치|거리,갤러리 상,서울시 종로구 인사동 159,서울특별시,종로구,종로1.2.3.4가동,126.9865325,37.5723401
411,BE_IW10-0348,장소/위치|거리,골목길 숨은 명소,서울특별시 종로구 북촌로5가길 12-5 ,서울특별시,종로구,삼청동,126.9823164,37.5802949
412,BE_IW10-0349,장소/위치|거리,"화랑, 박물관, 북카페",서울 종로구 삼청동 105-1,서울특별시,종로구,삼청동,126.9817658,37.5849785
415,BE_IW10-0363,장소/위치|테마쇼핑,전기/가전,서울특별시 중구 산림동 207-1,서울특별시,중구,을지로동,126.9953665,37.5680551
416,BE_IW10-0364,장소/위치|테마쇼핑,종묘/화훼,서울특별시 종로구 예지동 165-2 ,서울특별시,종로구,종로1.2.3.4가동,126.9975554,37.5696294
417,BE_IW10-0365,장소/위치|테마쇼핑,상패/휘장,서울시 종로구 관수동,서울특별시,종로구,종로1.2.3.4가동,126.9906,37.5691
418,BE_IW10-0366,장소/위치|테마쇼핑,골동품,서울시 종로구 관훈동 30,서울특별시,종로구,종로1.2.3.4가동,126.985618,37.5745209
419,BE_IW10-0367,장소/위치|테마쇼핑,액세서리/귀금속,서울시 종로구 예지동 50,서울특별시,종로구,종로1.2.3.4가동,126.9973057,37.5698077
420,BE_IW10-0368,장소/위치|테마쇼핑,문구/완구,서울시 종로구 창신동 390-29,서울특별시,종로구,창신1동,127.014448,37.5712335
421,BE_IW10-0369,장소/위치|테마쇼핑,애완동물,서울시 종로구 창신동 427-6,서울특별시,종로구,창신1동,127.0127015,37.5705633
422,BE_IW10-0370,장소/위치|테마쇼핑,악기,서울시 종로구 낙원동 284-6,서울특별시,종로구,종로1.2.3.4가동,126.9878024,37.5725833
423,BE_IW10-0371,장소/위치|테마쇼핑,신발,서울시 종로구 창신동 438-6,서울특별시,종로구,창신1동,127.0105251,37.5702907
424,BE_IW10-0372,장소/위치|테마쇼핑,음식기계,서울 중구 방산동 19,서울특별시,중구,을지로동,127.0039676,37.5688357
425,BE_IW10-0385,장소/위치|관광안내소,경복궁 ,,,,,126.976907,37.5772746
426,BE_IW10-0386,문화재유산,창덕궁 대조전 봉황도,서울특별시 종로구 와룡동 2-71,서울특별시,종로구,종로1.2.3.4가동,126.9913206,37.5827758
427,BE_IW10-0387,문화재유산,창덕궁 희정당 총석정절경도,서울특별시 종로구 와룡동 2-71,서울특별시,종로구,종로1.2.3.4가동,126.9913206,37.5827758
429,BE_IW10-0350,장소/위치|거리,인사갤러리,서울시 종로구 관훈동 29-23,서울특별시,종로구,종로1.2.3.4가동,126.985695,37.5739901
430,BE_IW10-0351,장소/위치|거리,쉼박물관,서울특별시 종로구 세검정로 209-17 (홍지동),서울특별시,종로구,부암동,126.9556779,37.5995037
431,BE_IW10-0352,장소/위치|거리,윤동주문학관,서울특별시 종로구 창의문로 119 (청운동),서울특별시,종로구,청운효자동,126.9670686,37.5920969
432,BE_IW10-0360,장소/위치|거리,710언아더맨,서울특별시 종로구 창의문로11길 16 (부암동),서울특별시,종로구,부암동,126.9621349,37.5939389
433,BE_IW10-0353,장소/위치|거리,저(箸)집,서울특별시 종로구 창의문로 142-1 (부암동),서울특별시,종로구,부암동,126.9648801,37.5929146
434,BE_IW10-0354,장소/위치|거리,자하미술관,서울특별시 종로구 창의문로5가길 46 (부암동),서울특별시,종로구,부암동,126.9603062,37.5893771
435,BE_IW10-0355,장소/위치|거리,산모퉁이,서울특별시 종로구 백석동길 153 (부암동),서울특별시,종로구,부암동,126.9679756,37.5954257
438,BE_IW10-0358,장소/위치|거리,운현궁,서울시 종로구 운니동 114-10,서울특별시,종로구,종로1.2.3.4가동,126.9871246,37.5761263
439,BE_IW10-0361,장소/위치|테마쇼핑,포목/원단,서울특별시 종로구 종로6가 289-3 ,서울특별시,종로구,종로5.6가동,127.0089118,37.5703924
440,BE_IW10-0362,장소/위치|테마쇼핑,의료기/약품,서울특별시 종로구 종로4가 141-1,서울특별시,종로구,종로1.2.3.4가동,126.9987995,37.5705893
441,BE_IW10-0285,장소/위치|시설|민간시설|공연장,문화공간엘림홀,동숭동195-6,서울특별시,종로구,종로1.2.3.4가동,127.0047888,37.5794029
442,BE_IW10-0286,장소/위치|시설|민간시설|공연장,목금토갤러리,"서울시 종로구 동숭동 1-75 대학로 문화공간 3,4층",서울특별시,종로구,이화동,127.0035361,37.5822908
443,BE_IW10-0287,장소/위치|시설|민간시설|공연장,소극장다르게놀자,종로구 동숭동 1-141,서울특별시,종로구,이화동,127.0039212,37.5800235
444,BE_IW10-0288,장소/위치|시설|민간시설|공연장,세우아트센타,서울시 종로구 동숭동 1-86,서울특별시,종로구,이화동,127.0039755,37.5819611
445,BE_IW10-0289,장소/위치|시설|민간시설|공연장,성균소극장,종로구 명륜동 2가 149번지,서울특별시,종로구,사직동,126.9979936,37.5841545
446,BE_IW10-0290,장소/위치|시설|민간시설|공연장,설치극장정미소,종로구 동숭동 199-17,서울특별시,종로구,이화동,127.0047288,37.5782411
447,BE_IW10-0291,장소/위치|시설|민간시설|공연장,선돌극장,서울시 종로구 명륜1가 46-11,서울특별시,종로구,혜화동,126.9997673,37.5868349
448,BE_IW10-0292,장소/위치|시설|민간시설|공연장,서울연극센터,서울시 종로구 명륜4가 1,서울특별시,종로구,혜화동,127.0013254,37.5834167
449,BE_IW10-0293,장소/위치|시설|민간시설|공연장,"샘터파랑새극장 1관,2관",서울시 종로구 동숭동 1-115,서울특별시,종로구,이화동,127.0023394,37.5815498
450,BE_IW10-0294,장소/위치|시설|민간시설|공연장,샘터갤러리,종로구 동숭동 1-115,서울특별시,종로구,이화동,127.0023394,37.5815498
451,BE_IW10-0295,장소/위치|시설|민간시설|공연장,상상블루 상상화이트소극장,서울시 종로구 동숭동 1-42,서울특별시,종로구,이화동,127.0032958,37.583306
452,BE_IW10-0296,장소/위치|시설|민간시설|공연장,두레홀1관,서울시 종로구 동숭동 1-78,서울특별시,종로구,이화동,127.003718,37.5818876
453,BE_IW10-0297,장소/위치|시설|민간시설|공연장,"동숭아트센터(동숭홀,소극장)",서울시 종로구 동숭동 1-5,서울특별시,종로구,이화동,127.0037106,37.5836832
454,BE_IW10-0298,장소/위치|시설|민간시설|공연장,대학로예술마당1관~4관,서울시 종로구 이화동 139,서울특별시,종로구,이화동,127.0039392,37.5766353
455,BE_IW10-0299,장소/위치|시설|민간시설|공연장,대학로스타시티1~3관,서울시 종로구 명륜4가 113-1 스타시티 빌딩,서울특별시,종로구,혜화동,127.0005725,37.5821171
456,BE_IW10-0300,장소/위치|시설|민간시설|공연장,대학로라이브극장,서울시 종로구 동숭동 1-94 B.1.2.3층,서울특별시,종로구,이화동,127.0037068,37.5812024
457,BE_IW10-0301,장소/위치|시설|민간시설|공연장,대학로극장,서울시 종로구 연건동 178-1 동마루빌딩 지하1층,서울특별시,종로구,이화동,127.0025796,37.5765253
458,BE_IW10-0302,장소/위치|시설|민간시설|공연장,대학로 연습실,서울시 종로구 동숭동 1-43 한석빌딩 1층,서울특별시,종로구,이화동,127.0034767,37.5831733
459,BE_IW10-0303,장소/위치|시설|민간시설|공연장,단막극장,서울시 종로구 동숭동 12-6,서울특별시,종로구,이화동,127.004594,37.5833263
460,BE_IW10-0304,장소/위치|시설|민간시설|공연장,나온씨어터,서울시 종로구 명륜1가 36-4,서울특별시,종로구,혜화동,126.9994075,37.5877182
461,BE_IW10-0305,장소/위치|시설|민간시설|공연장,까망소극장,서울시 종로구 동숭동 1-89,서울특별시,종로구,이화동,127.004012,37.5812365
462,BE_IW10-0306,장소/위치|시설|민간시설|공연장,극공작소마방진,명륜동2가 93번지 두리빌딩 101호,서울특별시,종로구,혜화동,126.9983131,37.5851262
463,BE_IW10-0307,장소/위치|시설|민간시설|공연장,게릴라극장,서울시 종로구 혜화동 15-29,서울특별시,종로구,혜화동,127.0004578,37.5874595
464,BE_IW10-0308,장소/위치|시설|민간시설|영화관,허리우드 클래식,서울특별시 종로구 낙원동 284-6 낙원상가 4층,서울특별시,종로구,종로1.2.3.4가동,126.9878024,37.5725833
465,BE_IW10-0309,장소/위치|시설|민간시설|영화관,CGV 대학로,서울특별시 종로구 명륜2가 41-9,서울특별시,종로구,혜화동,126.9998487,37.5834726
466,BE_IW10-0310,장소/위치|시설|민간시설|영화관,인디스페이스,서울특별시 종로구 신문로2가 1-153,서울특별시,종로구,사직동,126.9717998,37.5705968
467,BE_IW10-0311,장소/위치|시설|민간시설|영화관,서울극장,서울특별시 종로구 관수동 59-7,서울특별시,종로구,종로1.2.3.4가동,126.9919525,37.5697647
468,BE_IW10-0317,장소/위치|대사관,포르투갈 대사관,서울특별시 종로구 원서동 171 원서빌딩 2층,서울특별시,종로구,가회동,126.988419,37.5789779
469,BE_IW10-0312,장소/위치|시설|민간시설|영화관,씨네큐브광화문,서울특별시 종로구 신문로1가 226번지 흥국생명빌딩 지하2층,서울특별시,종로구,사직동,126.9722191,37.5697705
470,BE_IW10-0313,장소/위치|시설|민간시설|영화관,서울 아트 시네마,서울시 종로구 낙원동 284-6,서울특별시,종로구,종로1.2.3.4가동,126.9878024,37.5725833
471,BE_IW10-0314,장소/위치|시설|민간시설|영화관,롯데시네마 피카디리,서울시 종로구 돈의동 137 (주)피카디리극장,서울특별시,종로구,종로1.2.3.4가동,126.9912336,37.5710436
472,BE_IW10-0315,장소/위치|시설|민간시설|영화관,씨네코드 선재,서울특별시 종로구 소격동 144-2번지 (지하1층),서울특별시,종로구,삼청동,126.98185,37.5794229
474,BE_IW10-0318,장소/위치|대사관,파푸아뉴기니대사관,서울특별시 종로구 수송동 58 두산위브파빌리온 210호,서울특별시,종로구,종로1.2.3.4가동,126.9818252,37.5725734
475,BE_IW10-0319,장소/위치|대사관,파나마 대사관,서울특별시 종로구 수송동 85 SOMERSET PALACE SEOUL 407호,서울특별시,종로구,종로1.2.3.4가동,126.9812259,37.5750998
476,BE_IW10-0320,장소/위치|대사관,콩고 민주공화국 대사관,서울특별시 종로구 내수동 167,서울특별시,종로구,사직동,126.9732496,37.5727874
477,BE_IW10-0321,장소/위치|대사관,체코 대사관,서울특별시 종로구 신문로2가 1-121,서울특별시,종로구,사직동,126.9704081,37.5715232
478,BE_IW10-0322,장소/위치|대사관,중화인민공화국 대사관,서울특별시 중구 명동2가 83-7,서울특별시,중구,명동,126.9830613,37.5627724
479,BE_IW10-0323,장소/위치|대사관,일본 대사관,서울특별시 종로구 중학동 18-11,서울특별시,종로구,종로1.2.3.4가동,126.9800727,37.5751689
480,BE_IW10-0324,장소/위치|대사관,이스라엘대사관,서울특별시 종로구 서린동 149,서울특별시,종로구,종로1.2.3.4가동,126.9789341,37.569513
481,BE_IW10-0325,장소/위치|대사관,온두라스 대사관,서울특별시 종로구 종로2가 6,서울특별시,종로구,종로1.2.3.4가동,126.9838679,37.570451
482,BE_IW10-0326,장소/위치|대사관,베네수엘라 대사관,서울특별시 종로구 공평동 100 제일은행빌딩 16층,서울특별시,종로구,종로1.2.3.4가동,126.9823968,37.571117
483,BE_IW10-0327,장소/위치|대사관,미국 대사관,서울특별시 종로구 세종로 32,서울특별시,종로구,사직동,126.9782294,37.5744404
484,BE_IW10-0328,장소/위치|대사관,뉴질랜드 대사관,서울특별시 중구 정동 15-5 정동빌딩 8층,서울특별시,중구,소공동,126.9710859,37.5675045
485,BE_IW10-0329,장소/위치|대사관,네덜란드 대사관,서울특별시 중구 정동 15-5,서울특별시,중구,소공동,126.9710859,37.5675045
486,BE_IW10-0330,장소/위치|대사관,교황청 대사관,서울특별시 종로구 궁정동 2,서울특별시,종로구,청운효자동,126.9727464,37.5852536
487,BE_IW10-0331,장소/위치|대사관,EU 대표부,서울특별시 종로구 신문로1가 116,서울특별시,종로구,사직동,126.9739223,37.5697332
488,BE_IW10-0332,장소/위치|대사관,호주 대사관,서울특별시 종로구 종로1가 1 교보빌딩 19층 ,서울특별시,종로구,종로1.2.3.4가동,126.9778487,37.5705957
489,BE_IW10-0333,장소/위치|대사관,핀란드 대사관,서울시 종로구 종로1  교보빌딩 18층 ,서울특별시,종로구,종로1.2.3.4가동,126.9778487,37.5705957
490,BE_IW10-0334,장소/위치|대사관,폴란드 대사관,서울특별시 종로구 사간동 70,서울특별시,종로구,삼청동,126.9798723,37.5777304
491,BE_IW10-0335,장소/위치|대사관,베트남 대사관,서울특별시 종로구 삼청동 28-37,서울특별시,종로구,삼청동,126.9845803,37.5864665
492,BE_IW10-0336,장소/위치|대사관,브루나이 대사관,서울특별시 종로구 청운동 39-1,서울특별시,종로구,청운효자동,126.9690609,37.5879002
493,BE_IW10-0337,장소/위치|대사관,스위스 대사관,서울특별시 용산구 한남동 657-14,서울특별시,용산구,한남동,127.002629,37.5343949
494,BE_IW10-0338,장소/위치|대사관,아일랜드 대사관,서울특별시 종로구 수송동 146-1,서울특별시,종로구,종로1.2.3.4가동,126.9790119,37.5739157
495,BE_IW10-0339,장소/위치|대사관,오스트리아 대사관,서울특별시 종로구 종로1가 1,서울특별시,종로구,종로1.2.3.4가동,126.9778487,37.5705957
496,BE_IW10-0340,장소/위치|대사관,에콰도르 대사관,서울특별시 종로구 공평동 100,서울특별시,종로구,종로1.2.3.4가동,126.9823968,37.571117
500,BE_IW10-0344,장소/위치|거리,북촌한옥마을,서울 종로구 가회동 156,서울특별시,종로구,가회동,126.9848026,37.5801049
501,BE_IW10-0215,장소/위치|시설|민간시설|공연장,"아르코예술극장(대극장,소극장)",서울시 종로구 동숭동 1-130,서울특별시,종로구,이화동,127.002897,37.5799333
502,BE_IW10-0216,장소/위치|시설|민간시설|공연장,아르코미술관,서울시 종로구 동숭동 1-130,서울특별시,종로구,이화동,127.002897,37.5799333
503,BE_IW10-0217,장소/위치|시설|민간시설|공연장,씨어터디아더,서울시 종로구 동숭동 1-132,서울특별시,종로구,이화동,127.0034997,37.5801274
504,BE_IW10-0218,장소/위치|시설|민간시설|공연장,씨어터SH,종로구 동숭동 1-131,서울특별시,종로구,이화동,127.0034928,37.5799234
505,BE_IW10-0219,장소/위치|시설|민간시설|공연장,"인켈아트홀1관,2관",서울시 종로구 명륜2가 41-4,서울특별시,종로구,혜화동,127.0000193,37.5837064
506,BE_IW10-0220,장소/위치|시설|민간시설|공연장,인아소극장,명륜동2가 21-10,서울특별시,종로구,혜화동,127.0005825,37.5839131
507,BE_IW10-0221,장소/위치|시설|민간시설|공연장,이앙갤러리,종로구 혜화동 90-18,서울특별시,종로구,혜화동,127.0020828,37.5842584
508,BE_IW10-0222,장소/위치|시설|민간시설|공연장,이랑씨어터,서울시 종로구 동숭동 187-12(태림빌딩 지하층),서울특별시,종로구,이화동,127.0042836,37.5797085
509,BE_IW10-0223,장소/위치|시설|민간시설|공연장,의학박물관,종로구 연건동 28번지 서울대학교병원 내 의학박물관,서울특별시,종로구,이화동,126.9991995,37.5769331
510,BE_IW10-0224,장소/위치|시설|민간시설|공연장,"원더스페이스(세모,네모,동그라미극장)",종로구 혜화동 163-24번지,서울특별시,종로구,혜화동,127.0023442,37.5846227
511,BE_IW10-0225,장소/위치|시설|민간시설|공연장,우석레퍼토리극장,서울시 종로구 명륜2가 142-1,서울특별시,종로구,혜화동,126.9973146,37.5843775
512,BE_IW10-0226,장소/위치|시설|민간시설|공연장,예총회관,서울시 종로구 동숭동 1-117,서울특별시,종로구,이화동,127.002392,37.5812068
513,BE_IW10-0227,장소/위치|시설|민간시설|공연장,예술극장나무와물,서울시 종로구 명륜2가 8-1,서울특별시,종로구,혜화동,127.0003603,37.584876
514,BE_IW10-0228,장소/위치|시설|민간시설|공연장,"쇼틱씨어터1관,2관",서울시 종로구 동숭동 1-50,서울특별시,종로구,이화동,127.0030548,37.5830151
515,BE_IW10-0229,장소/위치|시설|민간시설|공연장,환희소극장,명륜동2가 8-16,서울특별시,종로구,이화동,126.9996944,37.584735
516,BE_IW10-0230,장소/위치|시설|민간시설|공연장,홍사소극장,종로구 명륜동 2가 18번지,서울특별시,종로구,사직동,127.0008036,37.5843532
517,BE_IW10-0231,장소/위치|시설|민간시설|공연장,허밍스아트홀,종로구 동숭동 1-57,서울특별시,종로구,이화동,127.0024462,37.582508
519,BE_IW10-0233,장소/위치|시설|민간시설|공연장,한얼소극장,명륜2가 155-1,서울특별시,종로구,혜화동,126.9985235,37.5847055
520,BE_IW10-0234,장소/위치|시설|민간시설|공연장,한양레퍼토리씨어터,종로구 혜화동 185번지 중원빌딩 B1,서울특별시,종로구,혜화동,127.0019925,37.5839674
521,BE_IW10-0235,장소/위치|시설|민간시설|공연장,한국문화예술위원회,서울시 종로구 동숭동 1-111,서울특별시,종로구,이화동,127.0029704,37.5811989
522,BE_IW10-0236,장소/위치|시설|민간시설|공연장,학전블루,서울시 종로구 동숭동 1-79,서울특별시,종로구,이화동,127.0037202,37.5820901
523,BE_IW10-0237,장소/위치|시설|민간시설|공연장,학전그린,서울시 종로구 동숭동 1-8,서울특별시,종로구,이화동,127.0030779,37.5839027
524,BE_IW10-0238,장소/위치|시설|민간시설|공연장,동숭무대소극장,서울시 종로구 혜화동 109-1,서울특별시,종로구,혜화동,127.0005348,37.5864953
525,BE_IW10-0239,장소/위치|시설|민간시설|공연장,동숭갤러리,서울시 종로구 명륜2가 22-2,서울특별시,종로구,혜화동,127.0009638,37.5841497
526,BE_IW10-0240,장소/위치|시설|민간시설|공연장,동덕여대공연예술센터대극장,서울시 종로구 동숭동 1-6,서울특별시,종로구,이화동,127.0033277,37.5837434
527,BE_IW10-0241,장소/위치|시설|민간시설|공연장,더굿씨어터,종로구 혜화동 185번지 지하2층,서울특별시,종로구,혜화동,127.0019925,37.5839674
528,BE_IW10-0242,장소/위치|시설|민간시설|공연장,대학로우리극장,서울시 종로구 동숭동 1-58,서울특별시,종로구,이화동,127.0025176,37.5822992
529,BE_IW10-0243,장소/위치|시설|민간시설|공연장,하이퍼텍나다,종로구 동숭동 1-5번지 동숭아트센터 본관1층,서울특별시,종로구,이화동,127.0037106,37.5836832
