,키,분류,명칭,주소,행정 시,행정 구,행정 동,X 좌표,Y 좌표
530,BE_IW10-0244,장소/위치|시설|민간시설|공연장,풍기문란센터,종로구 명륜동 2가 160-2,서울특별시,종로구,청운효자동,126.9988242,37.5844353
531,BE_IW10-0245,장소/위치|시설|민간시설|공연장,폴리미디어씨어터,종로구 동숭동 1-75 대학로 문화공간 지하1층,서울특별시,종로구,이화동,127.0035361,37.5822908
532,BE_IW10-0246,장소/위치|시설|민간시설|공연장,틴틴홀,종로구 동숭동 1-74 티제이스페이스빌딩 6층,서울특별시,종로구,이화동,127.0035347,37.5825002
533,BE_IW10-0247,장소/위치|시설|민간시설|공연장,청운예술극장,종로구 연건동 178-1 동마루빌딩 4층,서울특별시,종로구,이화동,127.0025796,37.5765253
534,BE_IW10-0192,문화재유산|문화재구분|조형물|표석|갤러리/미술관,갤러리 라메르,서울시 종로구 인사동 194 홍익빌딩,서울특별시,종로구,종로1.2.3.4가동,126.9846413,37.5724798
535,BE_IW10-0193,문화재유산|문화재구분|조형물|표석|갤러리/미술관,대안공간 풀,서울시 종로구 구기동 56-13,서울특별시,종로구,평창동,126.9592181,37.6064155
536,BE_IW10-0176,문화재유산|문화재구분|조형물|표석|갤러리/미술관,아트선재센터,서울특별시 종로구 소격동 144-2,서울특별시,종로구,삼청동,126.98185,37.5794229
537,BE_IW10-0194,문화재유산|문화재구분|조형물|표석|갤러리/미술관,공 갤러리,서울시 종로구 관훈동 23,서울특별시,종로구,종로1.2.3.4가동,126.9854287,37.5737939
538,BE_IW10-0195,문화재유산|문화재구분|조형물|표석|갤러리/미술관,갤러리인,서울시 종로구 팔판동 141,서울특별시,종로구,삼청동,126.9804626,37.5817592
539,BE_IW10-0196,문화재유산|문화재구분|조형물|표석|갤러리/미술관,아이스 갤러리,서울 종로구 화동 138-7 (정독도서관 맞은편),서울특별시,종로구,삼청동,126.9825512,37.5793438
540,BE_IW10-0197,문화재유산|문화재구분|수목|보호수|문화원,주한영국문화원,서울특별시 종로구 신문로1가 226번지 흥국생명빌딩 4층,서울특별시,종로구,사직동,126.9722191,37.5697705
541,BE_IW10-0198,문화재유산|문화재구분|수목|보호수|문화원,북촌문화센터,서울특별시 종로구 계동 105번지,서울특별시,종로구,가회동,126.9864295,37.5790692
542,BE_IW10-0199,문화재유산|문화재구분|수목|보호수|문화원,주한중국문화원,서울특별시 종로구 내자동 200번지 주한중국문화원,서울특별시,종로구,사직동,126.9713733,37.5746207
543,BE_IW10-0200,문화재유산|문화재구분|수목|보호수|문화원,일본공보문화원,서울특별시 종로구 운니동 114-8,서울특별시,종로구,종로1.2.3.4가동,126.9866557,37.5768055
554,BE_IW10-0169,문화재유산|문화재구분|조형물|표석|갤러리/미술관,국제화랑,서울시 종로구 소격동 59-1,서울특별시,종로구,삼청동,126.9804724,37.5807298
555,BE_IW10-0170,문화재유산|문화재구분|조형물|표석|갤러리/미술관,가람화랑,서울시 종로구 관훈동 30-10,서울특별시,종로구,종로1.2.3.4가동,126.9856175,37.574298
556,BE_IW10-0171,문화재유산|문화재구분|조형물|표석|갤러리/미술관,청계창작스튜디오,"서울시 종로구 장사동 227-1 센추럴관광호텔 1, 3F",서울특별시,종로구,종로1.2.3.4가동,126.992899,37.5688002
557,BE_IW10-0172,문화재유산|문화재구분|조형물|표석|갤러리/미술관,환기미술관,서울특별시 종로구 부암동 210-8 (환기미술관1길 23),서울특별시,종로구,부암동,126.9664362,37.5944071
558,BE_IW10-0173,문화재유산|문화재구분|조형물|표석|갤러리/미술관,경인미술관,서울특별시 종로구 관훈동 30-1,서울특별시,종로구,종로1.2.3.4가동,126.985618,37.5745209
559,BE_IW10-0174,문화재유산|문화재구분|조형물|표석|갤러리/미술관,학고재,서울시 종로구 관훈동 100-5,서울특별시,종로구,종로1.2.3.4가동,126.9841605,37.574813
560,BE_IW10-0175,문화재유산|문화재구분|조형물|표석|갤러리/미술관,본화랑,서울시 종로구 견지동 30,서울특별시,종로구,종로1.2.3.4가동,126.9826395,37.5749208
561,BE_IW10-0177,문화재유산|문화재구분|조형물|표석|갤러리/미술관,금호아트갤러리,서울시 종로구 사간동 78,서울특별시,종로구,삼청동,126.9798219,37.577477
562,BE_IW10-0178,문화재유산|문화재구분|조형물|표석|갤러리/미술관,사비나미술관,서울특별시 종로구 안국동 159,서울특별시,종로구,삼청동,126.984583,37.576588
563,BE_IW10-0179,문화재유산|문화재구분|조형물|표석|갤러리/미술관,갤러리가이아,서울특별시 종로구 관훈동 145,서울특별시,종로구,종로1.2.3.4가동,126.9834469,37.5750728
564,BE_IW10-0180,문화재유산|문화재구분|조형물|표석|갤러리/미술관,갤러리미즈,서울특별시 종로구 관훈동 37 수도빌딩 지하1층,서울특별시,종로구,종로1.2.3.4가동,126.985152,37.5740529
565,BE_IW10-0181,문화재유산|문화재구분|조형물|표석|갤러리/미술관,관훈갤러리,서울시 종로구 관훈동 195,서울특별시,종로구,종로1.2.3.4가동,126.9843622,37.5736791
566,BE_IW10-0182,문화재유산|문화재구분|조형물|표석|갤러리/미술관,동산방화랑, 서울특별시 종로구 견지동 93,서울특별시,종로구,종로1.2.3.4가동,126.9833743,37.5729287
567,BE_IW10-0183,문화재유산|문화재구분|조형물|표석|갤러리/미술관,동서화랑,서울특별시 종로구 관훈동 196 - 3,서울특별시,종로구,종로1.2.3.4가동,126.9853652,37.5736068
568,BE_IW10-0184,문화재유산|문화재구분|조형물|표석|갤러리/미술관,단성갤러리,서울시 종로구 관훈동 27-5,서울특별시,종로구,종로1.2.3.4가동,126.9852857,37.5738973
569,BE_IW10-0185,문화재유산|문화재구분|조형물|표석|갤러리/미술관,목금토갤러리,서울시 종로구 동숭동 1-75,서울특별시,종로구,이화동,127.0035361,37.5822908
570,BE_IW10-0186,문화재유산|문화재구분|조형물|표석|갤러리/미술관,갤러리 세줄,서울특별시 종로구 평창동 464-13,서울특별시,종로구,평창동,126.9751244,37.6134542
571,BE_IW10-0187,문화재유산|문화재구분|조형물|표석|갤러리/미술관,두아트(동문당 화랑),서울시 종로구 관훈동 105,서울특별시,종로구,종로1.2.3.4가동,126.9840363,37.5749107
572,BE_IW10-0188,문화재유산|문화재구분|조형물|표석|갤러리/미술관,공평아트센터,서울시 종로구 공평동 5-1,서울특별시,종로구,종로1.2.3.4가동,126.9835909,37.571894
573,BE_IW10-0189,문화재유산|문화재구분|조형물|표석|갤러리/미술관,불교미술관,서울특별시 종로구 견지동 38-2,서울특별시,종로구,종로1.2.3.4가동,126.9827322,37.5741253
574,BE_IW10-0190,문화재유산|문화재구분|조형물|표석|갤러리/미술관,금호미술관,서울시 종로구 사간동 78,서울특별시,종로구,삼청동,126.9798219,37.577477
575,BE_IW10-0191,문화재유산|문화재구분|조형물|표석|갤러리/미술관,다보성 전시관(갤러리),서울특별시 종로구 경운동 88 수운회관 1층(2층 다보성 갤러리),서울특별시,종로구,종로1.2.3.4가동,126.9862771,37.5753081
623,BE_IW10-0453,문화재유산|문화재구분|동묘,서울 동묘,서울특별시 종로구 숭인동 238-1번지,서울특별시,종로구,숭인2동,127.0183336,37.57298
624,BE_IW10-0454,문화재유산|문화재구분|사당,서울 육상궁,서울특별시 종로구 궁정동 1-1,서울특별시,종로구,청운효자동,126.9735214,37.5855189
625,BE_IW10-0455,문화재유산|문화재구분|사당,선희궁 터,서울특별시 종로구 신교동 산1-1,서울특별시,종로구,청운효자동,126.9685889,37.5850472
627,BE_IW10-0607,문화재유산|문화재구분|조형물,좌포도청(左捕盜廳) 터,서울특별시 종로구 종로3가 123-2,서울특별시,종로구,종로1.2.3.4가동,126.9912948,37.5701252
628,BE_IW10-0608,문화재유산|문화재구분|조형물,종침교(琮琛橋) 터,서울특별시 종로구 내자동 일반 223번지,서울특별시,종로구,사직동,126.9716,37.5754
629,BE_IW10-0609,문화재유산|문화재구분|조형물,종친부터(宗親府址),서울특별시 종로구 소격동 165번지,서울특별시,종로구,삼청동,126.9805749,37.5795174
630,BE_IW10-0610,문화재유산|문화재구분|조형물,종부시(宗簿寺) 터,서울특별시 종로구 와룡동 139번지,서울특별시,종로구,종로1.2.3.4가동,126.9901739,37.5764133
631,BE_IW10-0611,문화재유산|문화재구분|조형물,이석형(李石亨) 생가터,서울특별시 종로구 연건동 28-21,서울특별시,종로구,이화동,126.9987981,37.579166
632,BE_IW10-0612,문화재유산|문화재구분|조형물,이상집터(李箱家址),서울특별시 종로구 통인동 156-2번지,서울특별시,종로구,청운효자동,126.9713447,37.5785049
633,BE_IW10-0613,문화재유산|문화재구분|조형물,제용감터(濟用監),서울특별시 종로구 중학동 54번지,서울특별시,종로구,종로1.2.3.4가동,126.9792124,37.5744174
634,BE_IW10-0727,문화재유산|문화재구분|조형물,공조터(工曹址),서울특별시 종로구 도렴동 80-2번지,서울특별시,종로구,사직동,126.9752391,37.5722383
635,BE_IW10-0728,문화재유산|문화재구분|조형물,계동궁(桂洞宮) 터,서울특별시 종로구 계동 140-2번지,서울특별시,종로구,가회동,126.9873971,37.5784138
636,BE_IW10-0729,문화재유산|문화재구분|조형물,경조아문터,서울특별시 종로구 세종로 100,서울특별시,종로구,사직동,126.9782088,37.5721655
637,BE_IW10-0730,문화재유산|문화재구분|조형물,경우궁터(景祐宮址),서울특별시 종로구 계동 146-2번지,서울특별시,종로구,가회동,126.9865825,37.5773448
638,BE_IW10-0731,문화재유산|문화재구분|조형물,김상용집(金尙容家) 터,서울특별시 종로구 청운동 52-8번지,서울특별시,종로구,청운효자동,126.9686906,37.5867398
639,BE_IW10-0732,문화재유산|문화재구분|조형물,김상옥(金相玉) 의거터,서울특별시 종로구 종로2가동 8-4번지,서울특별시,종로구,청운효자동,126.9780787,37.570444
640,BE_IW10-0733,문화재유산|문화재구분|조형물,김가진집터(金嘉鎭家址),서울특별시 종로구 체부동 45-2번지,서울특별시,종로구,사직동,126.9720433,37.5772317
641,BE_IW10-0734,문화재유산|문화재구분|조형물,경기감영(京畿監營) 터,서울특별시 종로구 평동 164번지,서울특별시,종로구,교남동,126.9669627,37.5673135
642,BE_IW10-0769,문화재유산|문화재구분|조형물,염상섭선생동상,서울특별시 종로구 훈정동 90번지 종묘시민공원,서울특별시,종로구,종로1.2.3.4가동,126.977675,37.570053
643,BE_IW10-0770,문화재유산|문화재구분|조형물,최규식 경무관 동상,서울특별시 종로구 청운동 산 1-1,서울특별시,종로구,청운효자동,126.9693998,37.5907634
644,BE_IW10-0771,문화재유산|문화재구분|조형물,이상재선생 동상,서울특별시 종로구 훈정동 90번지 종묘시민광장,서울특별시,종로구,종로1.2.3.4가동,126.977675,37.570053
645,BE_IW10-0528,문화재유산|문화재구분|종교문화재,청량산괘불탱,서울특별시 종로구 창신동 130-3 안양암내,서울특별시,종로구,창신1동,127.013769,37.5755637
646,BE_IW10-0529,문화재유산|문화재구분|종교문화재,의겸등필수월관음도,서울특별시 종로구 창신동 130-3,서울특별시,종로구,창신1동,127.013769,37.5755637
647,BE_IW10-0614,문화재유산|문화재구분|조형물,제생원(濟生院) 터,서울특별시 종로구 계동 140-2번지,서울특별시,종로구,가회동,126.9873971,37.5784138
648,BE_IW10-0615,문화재유산|문화재구분|조형물,정철선생(鄭澈先生) 나신 곳,서울특별시 종로구 청운동 123번지,서울특별시,종로구,청운효자동,126.969628,37.5856345
649,BE_IW10-0616,문화재유산|문화재구분|조형물,정도전(鄭道傳) 집터,서울특별시 종로구 수송동 146-2번지,서울특별시,종로구,종로1.2.3.4가동,126.979262,37.5729289
650,BE_IW10-0617,문화재유산|문화재구분|조형물,전차차고(電車車庫) 터,서울특별시 종로구 종로6가 일반 94-1번지,서울특별시,종로구,종로5.6가동,126.9838679,37.570451
651,BE_IW10-0618,문화재유산|문화재구분|조형물,전의감(典醫監) 터,서울특별시 종로구 견지동 39-7번지,서울특별시,종로구,종로1.2.3.4가동,126.9826182,37.5744559
652,BE_IW10-0619,문화재유산|문화재구분|조형물,육의전(六矣廛) 터,서울특별시 종로구 종로2가 일반 31번지,서울특별시,종로구,종로1.2.3.4가동,126.9895626,37.5705897
653,BE_IW10-0620,문화재유산|문화재구분|조형물,장흥고터(長興庫址),서울특별시 종로구 적선동 107-1번지,서울특별시,종로구,사직동,126.9728685,37.5761659
654,BE_IW10-0735,문화재유산|문화재구분|조형물,감고당터(感古堂址),서울특별시 종로구 안국동 37-1번지,서울특별시,종로구,삼청동,126.9826151,37.5780462
655,BE_IW10-0736,문화재유산|문화재구분|조형물,선창터,서울특별시 종로구 종로3가 23-1번지,서울특별시,종로구,종로1.2.3.4가동,126.9919031,37.5707132
656,BE_IW10-0737,문화재유산|문화재구분|조형물,중앙학림,서울특별시 종로구 명륜1가 5-1번지,서울특별시,종로구,혜화동,127.0003884,37.5916677
657,BE_IW10-0738,문화재유산|문화재구분|조형물,종로YMCA,서울특별시 종로구 종로2가 9번지,서울특별시,종로구,종로1.2.3.4가동,126.985291,37.5706082
658,BE_IW10-0739,문화재유산|문화재구분|조형물,유심사,서울특별시 종로구 계동 58번지,서울특별시,종로구,가회동,126.9870006,37.5821604
659,BE_IW10-0740,문화재유산|문화재구분|조형물,권율도원수집터,서울특별시 종로구 행촌동 1-113번지,서울특별시,종로구,교남동,126.9640074,37.5732095
660,BE_IW10-0741,문화재유산|문화재구분|조형물,광혜원(廣惠院) 터,서울특별시 종로구 재동 83번지,서울특별시,종로구,가회동,126.9847615,37.578045
661,BE_IW10-0742,문화재유산|문화재구분|조형물,관수교(觀水橋) 터,서울특별시 종로구 관수동 일반 91-1번지,서울특별시,종로구,종로1.2.3.4가동,126.9906,37.5691
662,BE_IW10-0772,문화재유산|문화재구분|조형물,손병희 선생,서울특별시 종로구 종로2가 38-1 탑골공원,서울특별시,종로구,종로1.2.3.4가동,126.988348,37.571206
663,BE_IW10-0773,문화재유산|문화재구분|조형물,옥파 이종일 선생 동상,서울특별시 종로구 수송동 80-7 수송공원,서울특별시,종로구,종로1.2.3.4가동,126.9811467,37.5738539
664,BE_IW10-0530,문화재유산|문화재구분|종교문화재,김수온발선종영가집(金守溫跋禪宗永嘉集),서울특별시 종로구  신문로 2가 2-1 서울특별시립박물관,서울특별시,종로구,종로1.2.3.4가동,126.9688348,37.5707649
665,BE_IW10-0531,문화재유산|문화재구분|종교문화재,조계사목석가불좌상,서울특별시 종로구 견지동 45,서울특별시,종로구,종로1.2.3.4가동,126.9823368,37.5739012
666,BE_IW10-0532,문화재유산|문화재구분|종교문화재,서울 장의사지 당간지주,종로구 신영동 218-9,서울특별시,종로구,부암동,126.9611862,37.6026161
667,BE_IW10-0745,문화재유산|문화재구분|조형물,경모궁터(景慕宮址),서울특별시 종로구 연건동 28-22번지,서울특별시,종로구,이화동,126.9990217,37.5773513
668,BE_IW10-0533,문화재유산|문화재구분|종교문화재,천도교중앙대교당,서울특별시 종로구 경운동 88,서울특별시,종로구,종로1.2.3.4가동,126.9862771,37.5753081
669,BE_IW10-0621,문화재유산|문화재구분|조형물,장원서터(掌苑署址),서울특별시 종로구 화동2번지,서울특별시,종로구,종로1.2.3.4가동,126.9831241,37.5807844
670,BE_IW10-0622,문화재유산|문화재구분|조형물,장예원터(掌隸院址),서울특별시 종로구 당주동 11번지,서울특별시,종로구,사직동,126.9748993,37.57196
672,BE_IW10-0624,문화재유산|문화재구분|조형물,자수궁터(慈壽宮址),서울특별시 종로구 옥인동 45-1번지,서울특별시,종로구,청운효자동,126.9682289,37.5822949
673,BE_IW10-0625,문화재유산|문화재구분|조형물,이현궁(梨峴宮) 터,서울특별시 종로구 인의동 48번지,서울특별시,종로구,종로1.2.3.4가동,126.9990685,37.5724941
674,BE_IW10-0626,문화재유산|문화재구분|조형물,이항복(李恒福) 집터,서울특별시 종로구 필운동 산1-2번지,서울특별시,종로구,사직동,126.9663079,37.5781153
675,BE_IW10-0627,문화재유산|문화재구분|조형물,이조(吏曹) 터,서울특별시 종로구 세종로동 82-1번지,서울특별시,종로구,사직동,126.979642,37.573033
676,BE_IW10-0628,문화재유산|문화재구분|조형물,이율곡선생 살던집터,서울특별시 종로구 관훈동 197-28,서울특별시,종로구,종로1.2.3.4가동,126.9854649,37.5731065
677,BE_IW10-0629,문화재유산|문화재구분|조형물,용동궁(龍洞宮) 터,서울특별시 종로구 수송동 일반 80번지,서울특별시,종로구,종로1.2.3.4가동,126.9806,37.5737
678,BE_IW10-0743,문화재유산|문화재구분|조형물,경시서(京市署) 터,서울특별시 종로구 종로2가 40번지,서울특별시,종로구,종로1.2.3.4가동,126.9890881,37.5705405
679,BE_IW10-0744,문화재유산|문화재구분|조형물,경성궤도회사(京城軌道) 터,서울특별시 종로구 창신동 444-14번지,서울특별시,종로구,창신1동,127.0103711,37.570918
680,BE_IW10-0746,문화재유산|문화재구분|조형물,승동교회,서울특별시 종로구 인사동 137번지,서울특별시,종로구,종로1.2.3.4가동,126.9861167,37.5715664
681,BE_IW10-0747,문화재유산|문화재구분|조형물,보신각앞,서울특별시 종로구 관철동 45-5번지,서울특별시,종로구,종로1.2.3.4가동,126.9835841,37.5698422
682,BE_IW10-0748,문화재유산|문화재구분|조형물,보성사,서울특별시 종로구 수송동 80-7번지,서울특별시,종로구,종로1.2.3.4가동,126.9811467,37.5738539
683,BE_IW10-0749,문화재유산|문화재구분|조형물,창경궁내 팔각칠층석탑,서울특별시 종로구 와룡동 2-1,서울특별시,종로구,종로1.2.3.4가동,126.9950431,37.5805909
684,BE_IW10-0534,문화재유산|문화재구분|종교문화재,인왕산 국사당,서울특별시 종로구 무악동 산 2-12,서울특별시,종로구,무악동,126.959582,37.5787901
685,BE_IW10-0535,문화재유산|문화재구분|종교문화재,평창동 보현산신각,서울특별시 종로구 평창동 541-1,서울특별시,종로구,평창동,126.9660988,37.6143202
686,BE_IW10-0536,문화재유산|문화재구분|종교문화재,청룡사,서울특별시 종로구 숭인동 17-1번지,서울특별시,종로구,숭인1동,127.0167666,37.5799125
687,BE_IW10-0630,문화재유산|문화재구분|조형물,이상재선생(李商在先生) 집터,서울특별시 종로구 가회동 156번지,서울특별시,종로구,가회동,126.9847947,37.580111
688,BE_IW10-0631,문화재유산|문화재구분|조형물,이문터(里門址),서울특별시 종로구 종로2가 22-2번지,서울특별시,종로구,종로1.2.3.4가동,126.9871408,37.5704428
689,BE_IW10-0632,문화재유산|문화재구분|조형물,이동녕주석 집터,서울특별시 종로구 봉익동 60번지,서울특별시,종로구,종로1.2.3.4가동,126.993694,37.5716584
690,BE_IW10-0633,문화재유산|문화재구분|조형물,의정부(義政部)터,서울특별시 종로구 세종로동 76-4번지,서울특별시,종로구,삼청동,126.979642,37.573033
691,BE_IW10-0634,문화재유산|문화재구분|조형물,의영고(義盈庫) 터,서울특별시 종로구 도렴동 95-1번지,서울특별시,종로구,사직동,126.9750315,37.5736161
692,BE_IW10-0635,문화재유산|문화재구분|조형물,의금부(義禁府) 터,서울특별시 종로구 공평동 일반 100번지,서울특별시,종로구,종로1.2.3.4가동,126.9828,37.5711
693,BE_IW10-0750,문화재유산|문화재구분|조형물,3.1정신찬양비,서울 종로구 종로2가 탑골공원내,서울특별시,종로구,종로1.2.3.4가동,126.9895626,37.5705897
694,BE_IW10-0752,문화재유산|문화재구분|조형물,매바위,서울특별시 종로구 무악동,서울특별시,종로구,무악동,126.9580981,37.5760084
695,BE_IW10-0753,문화재유산|문화재구분|조형물,대한민국 어머니 헌장비,서울특별시 종로구 사직동 1-48  사직공원,서울특별시,종로구,사직동,126.9655759,37.572297
696,BE_IW10-0754,문화재유산|문화재구분|조형물,함석헌 선생 시비,서울특별시 종로구 동숭동 1-119 마로니에공원내,서울특별시,종로구,이화동,127.002437,37.5809403
697,BE_IW10-0755,문화재유산|문화재구분|조형물,서울대학교 유적기념비,서울특별시 종로구 동숭동 1-119 마로니에공원내,서울특별시,종로구,이화동,127.002437,37.5809403
698,BE_IW10-0774,문화재유산|문화재구분|조형물,이율곡 선생 동상,서울특별시 종로구 사직동 1-48 사직공원 내,서울특별시,종로구,사직동,126.9655759,37.572297
699,BE_IW10-0775,문화재유산|문화재구분|조형물,김상옥열사 동상,서울특별시 종로구 동숭동 1-119 마로니에공원,서울특별시,종로구,이화동,127.002437,37.5809403
701,BE_IW10-0537,문화재유산|문화재구분|종교문화재,인왕사,서울특별시 종로구 무악동 산3번지,서울특별시,종로구,무악동,126.9562643,37.5758501
702,BE_IW10-0538,문화재유산|문화재구분|종교문화재,묘각사,서울특별시 종로구 숭인동 178-3번지,서울특별시,종로구,숭인1동,127.0187664,37.5755039
703,BE_IW10-0539,문화재유산|문화재구분|종교문화재,조계사,서울특별시 종로구 견지동 45번지,서울특별시,종로구,종로1.2.3.4가동,126.9823368,37.5739012
704,BE_IW10-0540,문화재유산|문화재구분|종교문화재,안양암,서울특별시 종로구 창신동 130-1,서울특별시,종로구,창신1동,127.0133571,37.5754539
705,BE_IW10-0638,문화재유산|문화재구분|조형물,육군무관학교터(陸軍武官學校),서울특별시 종로구 신문로1가 일반 238번지,서울특별시,종로구,사직동,126.9761849,37.5704858
706,BE_IW10-0639,문화재유산|문화재구분|조형물,월사 이정귀집터 (月沙 李廷龜家址),서울특별시 종로구 명륜4가 206-54,서울특별시,종로구,혜화동,126.9977977,37.5819565
707,BE_IW10-0636,문화재유산|문화재구분|조형물,양현고(養賢庫) 터,서울특별시 종로구 명륜3가 2-1번지,서울특별시,종로구,혜화동,126.9965038,37.5876981
708,BE_IW10-0637,문화재유산|문화재구분|조형물,야주개터(夜珠峴址),서울특별시 종로구 신문로1가 23번지,서울특별시,종로구,사직동,126.974814,37.570423
709,BE_IW10-0640,문화재유산|문화재구분|조형물,원각사(圓覺社) 터,서울특별시 종로구 신문로1가 42번지,서울특별시,종로구,사직동,126.9734104,37.5706533
710,BE_IW10-0641,문화재유산|문화재구분|조형물,우포도청(右捕盜廳) 터,서울특별시 종로구 세종로동 139-8,서울특별시,종로구,종로1.2.3.4가동,126.979642,37.573033
711,BE_IW10-0642,문화재유산|문화재구분|조형물,우산각(雨傘閣) 터,서울특별시 종로구 숭인동 9-13번지,서울특별시,종로구,숭인1동,127.0154862,37.5792582
712,BE_IW10-0643,문화재유산|문화재구분|조형물,우미관터(優美館址),서울특별시 종로구 종로1가 75-2번지,서울특별시,종로구,종로1.2.3.4가동,126.9843088,37.5747426
714,BE_IW10-0757,문화재유산|문화재구분|조형물,한국일보사 창간 20주년 기념비,서울특별시 종로구 삼청동 산2 (삼청공원),서울특별시,종로구,삼청동,126.9808095,37.5885407
715,BE_IW10-0758,문화재유산|문화재구분|조형물,하마비(下馬碑),서울특별시 종로구 숭인동 238-1번지,서울특별시,종로구,숭인2동,127.0183336,37.57298
716,BE_IW10-0759,문화재유산|문화재구분|조형물,선바위,서울특별시 종로구 무악동 산3-4,서울특별시,종로구,무악동,126.956449,37.5793566
717,BE_IW10-0777,문화재유산|문화재구분|조형물,서울 원각사지 십층석탑,서울특별시 종로구 종로2가동 38 탑골공원 내,서울특별시,종로구,사직동,126.9842159,37.571359
718,BE_IW10-0778,문화재유산|문화재구분|조형물,3.1독립기념탑,서울특별시 종로구 종로2가 38 탑골공원 내,서울특별시,종로구,종로1.2.3.4가동,126.988348,37.571206
719,BE_IW10-0779,문화재유산|문화재구분|조형물,신사임당 동상,서울특별시 종로구 사직동 1-48  사직공원 내,서울특별시,종로구,사직동,126.9655759,37.572297
720,BE_IW10-0541,문화재유산|문화재구분|종교문화재,일선사,서울특별시 종로구 평창동 산6-1번지,서울특별시,종로구,평창동,126.9741928,37.6227107
721,BE_IW10-0644,문화재유산|문화재구분|조형물,용성스님거주터,서울특별시 종로구 봉익동 일반 2번지,서울특별시,종로구,종로1.2.3.4가동,126.992966,37.5721762
