,키,명칭,행정 시,행정 구,행정 동,전화번호,홈페이지주소,HTML사용여부,X 좌표,Y 좌표
270,BE_IW10-0459,East Building of Choongang High School ,Seoul,Jongno-gu,Gahoe-dong,,,Y ,126.9864633,37.5843579
271,BE_IW10-0460,West Building of Choongang High School ,Seoul,Jongno-gu,Gahoe-dong,,,Y ,126.9864633,37.5843579
272,BE_IW10-0461,PaiWha Girls' HighSchool Dormitory,Seoul,Jongno-gu,Sajik-dong,,,Y ,126.9677086,37.5781422
273,BE_IW10-0462,Gyeonggyojang ,Seoul,Jongno-gu,Gyonam-dong,,,Y ,126.968182,37.5682877
274,BE_IW10-0463,Seoul DaeHan Clinic,Seoul,Jongno-gu,Ihwa-dong,,,Y ,126.9987981,37.579166
275,BE_IW10-0464,Saemoonan Presbyterian Church,Seoul,Jongno-gu,Sajik-dong,,http://www.saemoonan.org/,Y ,126.9734104,37.5706533
276,BE_IW10-0465,The Central Temple of Cheondogyo,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9862771,37.5753081
277,BE_IW10-0466,Kyunggi High school,Seoul,Jongno-gu,Samcheong-dong,,,Y ,126.9828,37.5806
278,BE_IW10-0467,Chongkyo Church,Seoul,Jongno-gu,Sajik-dong,,www.chongkyo.net,Y ,126.979642,37.573033
279,BE_IW10-0468,SeungDong Church,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9861167,37.5715664
280,BE_IW10-0469,the Dong-A Daily News company building,Seoul,Jongno-gu,Sajik-dong,,,Y ,126.9776664,37.569797
281,BE_IW10-0470,HyeHwa Catholic church,Seoul,Jongno-gu,Hyehwa-dong,,,Y ,127.0026116,37.5863859
282,BE_IW10-0471,main building of Choongang High School ,Seoul,Jongno-gu,Gahoe-dong,,,Y ,126.9864633,37.5843579
283,BE_IW10-0472,Former Main Building of Seoul University,Seoul,Jongno-gu,Ihwa-dong,,,Y ,127.002897,37.5799333
285,BE_IW10-0474,HaeGong SinIkHui house,Seoul,Jongno-gu,Cheongunhyoja-dong,,,Y ,126.9723239,37.5819933
286,BE_IW10-0475,WonSeoDong BaekHeungBum house,Seoul,Jongno-gu,Gahoe-dong,,,Y ,126.988488,37.5837108
287,BE_IW10-0476,HyeHwaDong KimSangHyub house,Seoul,Jongno-gu,Hyehwa-dong,,,Y ,127.0013976,37.5895801
288,BE_IW10-0477,House of Yun Po-seon,Seoul,Jongno-gu,Samcheong-dong,,,Y ,126.9837587,37.5790018
289,BE_IW10-0478,Gye-dong Modem Korean houses,Seoul,Jongno-gu,Gahoe-dong,,,Y ,126.9864295,37.5790692
290,BE_IW10-0479,Seoul GyeDong BaeRyum house,Seoul,Jongno-gu,Gahoe-dong,,,Y ,126.9866095,37.5813154
291,BE_IW10-0480,OkInDong Park No Su house,Seoul,Jongno-gu,Cheongunhyoja-dong,,,Y ,126.9667572,37.5813721
292,BE_IW10-0481,House of Kim Seunghyeon in Unni-dong (Unhyeongung palace Yeongnodang Villa),Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9866426,37.5764528
293,BE_IW10-0482,Villa of Bangye Yun Ung-ryeol,Seoul,Jongno-gu,Buam-dong,,,Y ,126.9621504,37.590248
294,BE_IW10-0483,"Site of Yi Gwangsu's Villa in Hongji-dong, Seoul",Seoul,Jongno-gu,Buam-dong,,,Y ,126.9560406,37.6002694
295,BE_IW10-0484,"House of Park Jonghwa in Pyeongchang-dong, Seoul",Seoul,Jongno-gu,Pyeongchang-dong,,,Y ,126.9673329,37.6122517
296,BE_IW10-0485,"House of Jang Myeon in Myeongryun-dong, Seoul ",Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.979642,37.573033
297,BE_IW10-0486,"Atelier and House of Lee Sangbeom in Nuha-dong, Seoul",Seoul,Jongno-gu,Cheongunhyoja-dong,,,Y ,126.9684084,37.5788517
298,BE_IW10-0487,"House of Go Huidong in Wonseo-dong, Seoul",Seoul,Jongno-gu,Gahoe-dong,,,Y ,126.9889583,37.5831391
299,BE_IW10-0488,"House of Hong Nanpa in Hongpa-dong, Seoul",Seoul,Jongno-gu,Gyonam-dong,,,Y ,126.9651141,37.5716567
300,BE_IW10-0489,"Ihwajang House, Seoul",Seoul,Jongno-gu,Ihwa-dong,,,Y ,127.0064395,37.5783498
301,BE_IW10-0490,House of Lee Ju-ku in Gahoe-dong,Seoul,Jongno-gu,Gahoe-dong,,,Y ,126.9837718,37.5836876
302,BE_IW10-0491,House of Hong Jongmun in Chebu-dong,Seoul,Jongno-gu,Sajik-dong,,,Y ,126.9701009,37.5775321
303,BE_IW10-0492,House of Min Byeongok in Kyeongun-dong,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9859435,37.5747066
304,BE_IW10-0493,House of Kim Hyeongtae in Gahoe-dong,Seoul,Jongno-gu,Gahoe-dong,,,Y ,126.9849052,37.5829296
305,BE_IW10-0494,House of Han Clan in Gahoe-dong ,Seoul,Jongno-gu,Gahoe-dong,,,Y ,126.98572,37.5808485
306,BE_IW10-0495,House of Baek Inje in Gahoe-dong,Seoul,Jongno-gu,Gahoe-dong,,,Y ,126.9841689,37.580804
307,BE_IW10-0496,Seokpajeong Byeoldang Villa,Seoul,Jongno-gu,Buam-dong,,,Y ,126.9586308,37.5992338
308,BE_IW10-0497,Ounjeong Gazebo,Seoul,Jongno-gu,Cheongunhyoja-dong,,,Y ,126.9767743,37.5866061
309,BE_IW10-0498,Well in the Site of the Office of the Royal Genealogy,Seoul,Jongno-gu,Samcheong-dong,,,Y ,126.978388,37.56661
310,BE_IW10-0499,Site of Baeksa Lee Hangbok's House (Pilun Pavilion),Seoul,Jongno-gu,Sajik-dong,,,Y ,126.9663079,37.5781153
346,BE_IW10-0912,Police Museum,Seoul,Jongno-gu,Sajik-dong,02-3150-3681,http://www.policemuseum.go.kr,Y ,126.9696697,37.5690134
347,BE_IW10-0913,Seoul Museum of History,Seoul,Jongno-gu,Sajik-dong,,http://www.museum.seoul.kr,Y ,126.9688348,37.5707649
348,BE_IW10-0915,Sungkok Museum,Seoul,Jongno-gu,Sajik-dong,02-737-7650,http://www.sungkokmuseum.com,Y ,126.9700536,37.5735038
349,BE_IW10-0916,Gimjongyoung Museum,Seoul,Jongno-gu,Pyeongchang-dong,02-3217-6484,http://www.kimchongyung.com,Y ,126.9776575,37.6130429
350,BE_IW10-0917,Kimi Art,Seoul,Jongno-gu,Pyeongchang-dong,02-394-6411,,Y ,126.9743334,37.6129684
351,BE_IW10-0918,Young-in Literary Museum,Seoul,Jongno-gu,Pyeongchang-dong,02-379-3182,,Y ,126.9717407,37.6119149
352,BE_IW10-0919,Hwajeong Museum,Seoul,Jongno-gu,Pyeongchang-dong,02-2075-0114,http://www.hjmuseum.or.kr/museum/main.asp,Y ,126.9659835,37.6046315
353,BE_IW10-0920,Sejong Story?Choongmoogong Story,Seoul,Jongno-gu,Sajik-dong,02-399-1114,http://yisunshinstory.or.kr,Y ,126.9760754,37.5722306
354,BE_IW10-0921,Korea History Museum,Seoul,Jongno-gu,Sajik-dong,02-3703-9200,http://www.much.go.kr,Y ,126.9779223,37.5739219
355,BE_IW10-0922,Daelim Art Museum,Seoul,Jongno-gu,Sajik-dong,02-720-0667,http://www.daelimmuseum.org/index.do,Y ,126.9733074,37.5774958
358,BE_IW10-0925,Sangmyung University Museum,Seoul,Jongno-gu,Pyeongchang-dong,,http://museum.smu.ac.kr,Y ,126.975966,37.6105555
359,BE_IW10-0926,ganaart center,Seoul,Jongno-gu,Pyeongchang-dong,,http://www.ganaart.com,Y ,126.9751895,37.612236
360,BE_IW10-0927,Total Art Museum,Seoul,Jongno-gu,Pyeongchang-dong,,http://www.totalmuseum.org,Y ,126.9757439,37.6121142
390,BE_IW10-0957,Jongno Cultural Center,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,02-2148-4087~8,,Y ,126.9803164,37.5760934
391,BE_IW10-0958,Sejong Cultural Center,Seoul,Jongno-gu,Sajik-dong,02-399-1111,http://www.sejongpac.or.kr/,Y ,126.9760754,37.5722306
392,BE_IW10-0959,Korea Art Museum,Seoul,Jongno-gu,Gahoe-dong,02-766-6000,,Y ,126.989118,37.5791366
393,BE_IW10-0960,House of Go Hui-dong,Seoul,Jongno-gu,Gahoe-dong,02-2148-4165,,Y ,126.9889583,37.5831391
394,BE_IW10-0961,Han Sang Soo Embroidery Museum,Seoul,Jongno-gu,Gahoe-dong,,http://www.hansangsoo.com,Y ,126.9856526,37.5827384
395,BE_IW10-0962,Bukchon Museum,Seoul,Jongno-gu,Gahoe-dong,02-766-8402,blog.naver.com/bukchon_art,Y ,126.9846114,37.5800058
396,BE_IW10-0571,Site of Heunghwamoon Gate,Seoul,Jongno-gu,Sajik-dong,,,Y ,126.972266,37.5704148
397,BE_IW10-0572,Site of Heungdeoksa Temple,Seoul,Jongno-gu,Hyehwa-dong,,,Y ,126.9975,37.5891
398,BE_IW10-0573,Site of Central Military Camp (Hullyeondogam of the Joseon Dynasty),Seoul,Jongno-gu,Sajik-dong,,,Y ,126.972266,37.5704148
399,BE_IW10-0574,Site of the Department of Meritorious Retainer (Chunghunbu of the Joseon Dynasty),Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9834954,37.5754369
400,BE_IW10-0575,Site of Martyrdom of Choe Si-hyeong,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9922221,37.5710835
401,BE_IW10-0576,Site of Honghwamoon Gate,Seoul,Jongno-gu,Hyehwa-dong,,,Y ,127.0037831,37.5878339
402,BE_IW10-0577,Site of the Hojo (One of the Joseon Dynasty's Six Organs of Government),Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9780181,37.5710617
403,BE_IW10-0578,Site of Hyejeonggyo Bridge,Seoul,Jongno-gu,Cheongunhyoja-dong,,,Y ,126.979642,37.573033
404,BE_IW10-0579,Site of the Hyeongjo (One of the Joseon Dynasty's Six Organs of Government),Seoul,Jongno-gu,Cheongunhyoja-dong,,,Y ,126.9702003,37.5839605
405,BE_IW10-0580,Site of Hyeon Jingeon's House,Seoul,Jongno-gu,Buam-dong,,,Y ,126.9630068,37.5914055
406,BE_IW10-0581,Site of Hanyang Infirmary,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9892967,37.5717158
407,BE_IW10-0582,Site of Hanseong Telegram Service ,Seoul,Jongno-gu,Sajik-dong,,,Y ,126.9767571,37.5802853
408,BE_IW10-0583,Site of the General Ji Cheongcheon's House,Seoul,Jongno-gu,Samcheong-dong,,,Y ,126.9817303,37.5862815
409,BE_IW10-0584,Site of Ji Seokyeong's House,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9885,37.5725
410,BE_IW10-0585,Site of Hanseongbu Central Part of the Government Office,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9947753,37.5702931
411,BE_IW10-0586,Site of Hanseongbu Northern Part of the Government Office,Seoul,Jongno-gu,Samcheong-dong,,,Y ,126.9798723,37.5777304
412,BE_IW10-0587,Site of Hanseongbu Eastern Part of the Government Office,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9979711,37.5718913
413,BE_IW10-0588,Site of Hanseong Publishing Corporation ,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9826493,37.5747639
414,BE_IW10-0589,Site of Pyeongchang Warehouse,Seoul,Jongno-gu,Pyeongchang-dong,,,Y ,126.9666929,37.6061187
415,BE_IW10-0590,Sit of Tongnyewon Government Office,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9901288,37.5766756
416,BE_IW10-0591,Site of Tangchundae Hanji Village,Seoul,Jongno-gu,Buam-dong,,,Y ,126.9608133,37.6011658
418,BE_IW10-0593,Site of Chwiunjeong Pavilion,Seoul,Jongno-gu,Samcheong-dong,,,Y ,126.9849145,37.5873918
419,BE_IW10-0594,Site of Jojiseo Government Office,Seoul,Jongno-gu,Buam-dong,,,Y ,126.9612883,37.6028904
420,BE_IW10-0595,Site of Joseon Newspaper Company Building ,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9841943,37.5688055
421,BE_IW10-0596,Site of Joseon Theater,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9871968,37.5708915
422,BE_IW10-0597,Site of Joseon Independence Alliance,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9852696,37.5759208
423,BE_IW10-0598,Site of Chongyungcheong Military Encampment,Seoul,Jongno-gu,Buam-dong,,,Y ,126.9609583,37.6031805
424,BE_IW10-0599,Site of Cheongsongdang Village School,Seoul,Jongno-gu,Cheongunhyoja-dong,,,Y ,126.9692916,37.5891866
425,BE_IW10-0600,Site of Cheokhwabi Monument,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.985973,37.5691073
426,BE_IW10-0601,Site of Changuigung Palace,Seoul,Jongno-gu,Sajik-dong,,,Y ,126.9722336,37.5779723
427,BE_IW10-0602,Site of Jindan Society,Seoul,Jongno-gu,Gahoe-dong,,,Y ,126.9853047,37.5794084
428,BE_IW10-0603,Site of Jeonokseo Government Office,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9778487,37.5705957
429,BE_IW10-0604,Site of Junghakdang Village School,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9800251,37.5756422
430,BE_IW10-0605,Site of Juncheonsa Government Office,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9893086,37.5684728
431,BE_IW10-0606,Site of Jukdonggung Palace,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.984469,37.5724164
432,BE_IW10-0607,Site of Jwapodocheong Police Bureau,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9912948,37.5701252
433,BE_IW10-0608,Site of Jongchimgyo Bridge,Seoul,Jongno-gu,Sajik-dong,,,Y ,126.9716,37.5754
434,BE_IW10-0609,Site of the Office of the Royal Genealogy ,Seoul,Jongno-gu,Samcheong-dong,,,Y ,126.9805749,37.5795174
435,BE_IW10-0610,Site of Jongbusi Government Office,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9901739,37.5764133
436,BE_IW10-0611,Site of Lee Seokhyeong's Birthplace,Seoul,Jongno-gu,Ihwa-dong,,,Y ,126.9987981,37.579166
437,BE_IW10-0612,Site of Lee Sang's House,Seoul,Jongno-gu,Cheongunhyoja-dong,,,Y ,126.9713447,37.5785049
438,BE_IW10-0613,Site of Jeyonggam Government Office,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9792124,37.5744174
439,BE_IW10-0614,Site of Jesaengwon ,Seoul,Jongno-gu,Gahoe-dong,,,Y ,126.9873971,37.5784138
440,BE_IW10-0615,Site of Jeong Cheol's Birthplace,Seoul,Jongno-gu,Cheongunhyoja-dong,,,Y ,126.969628,37.5856345
441,BE_IW10-0616,Site of Jeong Dojeon's House,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.979262,37.5729289
442,BE_IW10-0617,Site of Car Barn,Seoul,Jongno-gu,Jongno5.6ga-dong,,,Y ,126.9838679,37.570451
443,BE_IW10-0618,Site of Jeonuigam Government Office,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9826182,37.5744559
444,BE_IW10-0619,Site of Yukuijeon Market,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9895626,37.5705897
445,BE_IW10-0620,Site of Jangheunggo Government Office,Seoul,Jongno-gu,Sajik-dong,,,Y ,126.9728685,37.5761659
446,BE_IW10-0621,Site of Jangwonseo Office,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9831241,37.5807844
447,BE_IW10-0622,Site of Jangyewon Office,Seoul,Jongno-gu,Sajik-dong,,,Y ,126.9748993,37.57196
449,BE_IW10-0624,Site of Jasugung Palace,Seoul,Jongno-gu,Cheongunhyoja-dong,,,Y ,126.9682289,37.5822949
450,BE_IW10-0625,Site of Ihyeongung Palace,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9990685,37.5724941
451,BE_IW10-0626,Site of Leehangbok's house,Seoul,Jongno-gu,Sajik-dong,,,Y ,126.9663079,37.5781153
452,BE_IW10-0627,Site of the Ijo,Seoul,Jongno-gu,Sajik-dong,,,Y ,126.979642,37.573033
453,BE_IW10-0628,Site of house Leeyulgok lived,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9854649,37.5731065
454,BE_IW10-0629,Site of Yongdonggung Palace,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9806,37.5737
455,BE_IW10-0630,Site of Leesangjae's house,Seoul,Jongno-gu,Gahoe-dong,,,Y ,126.9847947,37.580111
456,BE_IW10-0631,Site of Imun gate,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9871408,37.5704428
457,BE_IW10-0632,Site of Premier Leedongnyeong,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.993694,37.5716584
458,BE_IW10-0633,Site of Uijeongbu,Seoul,Jongno-gu,Samcheong-dong,,,Y ,126.979642,37.573033
459,BE_IW10-0634,Site of Uiyeonggo,Seoul,Jongno-gu,Sajik-dong,,,Y ,126.9750315,37.5736161
460,BE_IW10-0635,Site of Uigeumbu,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9828,37.5711
461,BE_IW10-0636,Site of Yanghyeongo,Seoul,Jongno-gu,Hyehwa-dong,,,Y ,126.9965038,37.5876981
462,BE_IW10-0637,Site of Yajugae,Seoul,Jongno-gu,Sajik-dong,,,Y ,126.974814,37.570423
463,BE_IW10-0638,Site of Military officer academy,Seoul,Jongno-gu,Sajik-dong,,,Y ,126.9761849,37.5704858
464,BE_IW10-0639,Site of Wolsa Leejeonggwi's house,Seoul,Jongno-gu,Hyehwa-dong,,,Y ,126.9977977,37.5819565
465,BE_IW10-0640,Site of Wongaksa,Seoul,Jongno-gu,Sajik-dong,,,Y ,126.9734104,37.5706533
466,BE_IW10-0717,Site of Donyimun Gate,Seoul,Jongno-gu,Gyonam-dong,,,Y ,126.9668,37.567967
467,BE_IW10-0718,Site of Giroso Office,Seoul,Jongno-gu,Sajik-dong,,,Y ,126.979642,37.573033
468,BE_IW10-0719,Site of Gidang Hyeonsangyun's house,Seoul,Jongno-gu,Gahoe-dong,,,Y ,126.9855992,37.5854729
469,BE_IW10-0720,Site of the Western Camp of Gumwiyoung,Seoul,Jongno-gu,Gahoe-dong,,,Y ,126.9891192,37.5797453
470,BE_IW10-0721,Site of Geumwiyeong,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9889201,37.5768571
471,BE_IW10-0722,Site of Kyujanggak,Seoul,Jongno-gu,Samcheong-dong,,,Y ,126.9805749,37.5795174
472,BE_IW10-0723,Site of Naejasi,Seoul,Jongno-gu,Sajik-dong,,,Y ,126.9716,37.5754
473,BE_IW10-0724,Site of Naesusa,Seoul,Jongno-gu,Sajik-dong,,,Y ,126.9722,37.572942
474,BE_IW10-0725,Site of Kwansanggam,Seoul,Jongno-gu,Gahoe-dong,,,Y ,126.9880143,37.5780886
475,BE_IW10-0726,Government Gyodong Elementary School,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9877457,37.5748447
476,BE_IW10-0727,Site of Gongjo,Seoul,Jongno-gu,Sajik-dong,,,Y ,126.9752391,37.5722383
477,BE_IW10-0728,Site of Kyeodonggung Palace,Seoul,Jongno-gu,Gahoe-dong,,,Y ,126.9873971,37.5784138
478,BE_IW10-0729,Site of Gyeongjoamun,Seoul,Jongno-gu,Sajik-dong,,,Y ,126.9782088,37.5721655
479,BE_IW10-0730,Site of Gyeongugung Shrine,Seoul,Jongno-gu,Gahoe-dong,,,Y ,126.9865825,37.5773448
480,BE_IW10-0731,Site of Kimsangyong's house,Seoul,Jongno-gu,Cheongunhyoja-dong,,,Y ,126.9686906,37.5867398
481,BE_IW10-0732,Site of Kimsangok's house,Seoul,Jongno-gu,Cheongunhyoja-dong,,,Y ,126.9780787,37.570444
482,BE_IW10-0733,Site of Kimgajin's house,Seoul,Jongno-gu,Sajik-dong,,,Y ,126.9720433,37.5772317
483,BE_IW10-0734,Site of Gyeonggi Gamyeong,Seoul,Jongno-gu,Gyonam-dong,,,Y ,126.9669627,37.5673135
484,BE_IW10-0735,Site of Gamgodang,Seoul,Jongno-gu,Samcheong-dong,,,Y ,126.9826151,37.5780462
485,BE_IW10-0736,Site of Seonchang,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9919031,37.5707132
486,BE_IW10-0737,Junganghaklim,Seoul,Jongno-gu,Hyehwa-dong,,,Y ,127.0003884,37.5916677
487,BE_IW10-0738,JongroYMCA,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.985291,37.5706082
488,BE_IW10-0739,Yousimsa,Seoul,Jongno-gu,Gahoe-dong,,,Y ,126.9870006,37.5821604
489,BE_IW10-0740,Site of Kwonyul Dowon Sujib,Seoul,Jongno-gu,Gyonam-dong,,,Y ,126.9640074,37.5732095
490,BE_IW10-0741,Site of Gwanghyeowon,Seoul,Jongno-gu,Gahoe-dong,,,Y ,126.9847615,37.578045
491,BE_IW10-0742,Site of Gwansugyo,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9906,37.5691
492,BE_IW10-0743,Site of Gyeongsiseo,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9890881,37.5705405
493,BE_IW10-0744,Site of Gueongseong Electric Railway,Seoul,Jongno-gu,Changsin1-dong,,,Y ,127.0103711,37.570918
494,BE_IW10-0745,Site of Gyeongmogung Palace,Seoul,Jongno-gu,Ihwa-dong,,,Y ,126.9990217,37.5773513
495,BE_IW10-0746,Seungdong Church,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9861167,37.5715664
496,BE_IW10-0747,In front of Bosingak Pavilion,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9835841,37.5698422
497,BE_IW10-0748,Boseongsa ,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9811467,37.5738539
498,BE_IW10-0749,Octagonal Seven-story Stone Pagoda in Changgyeonggung Palace ,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9950431,37.5805909
499,BE_IW10-0750,Monument 3.1 Spirit of praise,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9895626,37.5705897
500,BE_IW10-0751,Chimabawi Rock,Seoul,Jongno-gu,Muak-dong,,,Y ,126.9580981,37.5760084
501,BE_IW10-0752,Maebawi Rock,Seoul,Jongno-gu,Muak-dong,,,Y ,126.9580981,37.5760084
502,BE_IW10-0753,Daehanminguk Mother's Charter Monument,Seoul,Jongno-gu,Sajik-dong,,,Y ,126.9655759,37.572297
503,BE_IW10-0754,Hamseokheon Poem Monument ,Seoul,Jongno-gu,Ihwa-dong,,,Y ,127.002437,37.5809403
504,BE_IW10-0755,Seoul University Remains Memorial Monument,Seoul,Jongno-gu,Ihwa-dong,,,Y ,127.002437,37.5809403
505,BE_IW10-0757,Monument of 20th Anniversary Hanguk Ilbo ,Seoul,Jongno-gu,Samcheong-dong,,,Y ,126.9808095,37.5885407
506,BE_IW10-0758,Hamabi Stone,Seoul,Jongno-gu,Sungin2-dong,,,Y ,127.0183336,37.57298
507,BE_IW10-0759,Seonbawi Rock,Seoul,Jongno-gu,Muak-dong,,,Y ,126.956449,37.5793566
508,BE_IW10-0760,Relievo Print of 3.1 Independence ,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9895626,37.5705897
510,BE_IW10-0762,Tapgol Park Memorial Stone,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9895626,37.5705897
511,BE_IW10-0763,Manhae Han Yongun Poetry Tombstone,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9895626,37.5705897
512,BE_IW10-0764,"Stele for the Construction of Daewongaksa Temple at Wongaksa Temple Site, Seoul",Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,,,Y ,126.9886344,37.5710789
513,BE_IW10-0765,Site of the Monument on Bukhansan Mountain Commemorating the Border Inspection by King Jinheung,Seoul,Jongno-gu,Pyeongchang-dong,,,Y ,126.955532,37.6238013
514,BE_IW10-0766,Monument for the 40th Anniversary of the Inauguration of King Gojong,Seoul,Jongno-gu,Sajik-dong,,,Y ,126.9775912,37.5705151
